image,question_id,subset,answer,data_source,width,height,file_bytes,file_sha256,pixel_sha256
VG_100K/2327180.jpg,30154004,simple,1,imported_genome,375,500,204944,5ccb78ca9a408c9c822ff6f7db5c37966598ba93caf8e30f9b7e022ed81d9152,1bedecd765476f4f1b2935d365a6585246e928929728528e1590bd3479f17344
VG_100K/2327187.jpg,30153999,simple,1,imported_genome,375,500,164690,155cf2ed90c241de13f67ab7dfbe5fed80914467e813e9f788f8f3abc6fd3e6b,503131c3899be2b1b857eebabb80f21e413eb17d8126b58b8e0a3943bd0dac40
VG_100K/2327224.jpg,9232722411724,complex,1,amt,500,357,222661,7b6eb0362c4ae4189aa6dc868e51a27684f5d14c3f68d5c31973574d00c72162,0c6b884b011029b8f0a8fc3bb08660280e0783d401f8e81e39129be957719b7a
VG_100K/2327240.jpg,30153966,simple,2,imported_genome,342,500,145596,da8791f72d99e90fae5eaf73753645f548fc5b37163e03cca53690d817b65cbf,6a18598fb864143f1247aa5a89cafb03d0b0c884e5be8997c843b5070e2bac0d
VG_100K/2327249.jpg,30153957,simple,1,imported_genome,500,375,100571,ab198def6f290077126f1ee7b184daabc16c02900cb71a9830c6ed53b100d270,f330f27ab3cc37275fa4056f3929ab202c13db2f9621913f721e475c44d54996
VG_100K/2327293.jpg,30153936,simple,2,imported_genome,500,313,130800,2a23a01861e813d90ec99ee56411428cabe02d282e5b73f26566ac21eaf2c7f4,a42dc67373ef6975050b7e61d52cdf63c9f51f2c5775198ba5eca3131bade226
VG_100K/2327296.jpg,30153933,simple,1,imported_genome,500,333,81741,affe4af0c0918a928ade8a1c8f8593945739b8d198d0d065e39dc01d7e424835,ed4f322c84e9cc6516c863f63066a2e3185ca991188fb597c1e88fab4606b055
VG_100K/2327320.jpg,923273207858,complex,1,amt,500,375,98013,acc3c57bae25b7745aeca3a3d26c7766ac0ca899fab395ee4f5db37bb89074f3,e69ede2a98fb1cab4748661336312bc91c1bf6fcc4553998dedfc0fd0505d4bf
VG_100K/2327364.jpg,30153889,simple,1,imported_genome,500,375,139049,6fc3aa2bdec043a207243c28961f48724819a594d0660073fa816bdbc0cee487,6115850d6b8fcf319003ccaf1a3bdae12666f5cc21f971332d89e566891fa9c8
VG_100K/2327367.jpg,9232736712046,complex,1,amt,500,334,126595,43e380bdef6794a7416e7ee512125346c172e963f0d157c280652a437cd1a126,ed0cd5c60dbf479e450427862f7a3e7f20767aa3ce2be90e4a3af790850b1056
VG_100K/2327373.jpg,923273731019,complex,1,amt,320,500,169801,11cdfcd612b27353948064870f3c73fdbc695abc430c516740dac315473ab10c,af8b6d3d27a85bc9f16a8f675e38ce91d4b9f2573c9ea3e2137fbe17d6f66821
VG_100K/2327483.jpg,9232748312693,complex,1,amt,500,333,137209,11949cba3593ec7735c80ac43241c2e58d06f95dee336abf31ce63cce519c617,d71b26c46931815f7b0d7cee5bd2c1fca4bc801337719efed1f58c9ca17ebe39
VG_100K/2327564.jpg,30153771,simple,1,imported_genome,286,500,158312,00d723aede3b75f062e8852316a04062b58134bbe8a993fcfc5b538706a021ee,b574d339b6166f9fe5307d92c66f697470270296cdf3614a141f2b1d8b19e611
VG_100K/2327625.jpg,9232762510010,complex,0,amt,500,364,144045,3382e0284f18ed7331fe32eccf63b25e2e4a9ca7004fec5329fe63be9822e871,0b4eb29fc018dfc76d8aa19524ea1958b15fd6212c91796ca7aa69d63ffde084
VG_100K/2327657.jpg,30153720,simple,2,imported_genome,500,373,99584,57fe0d85af27242ccb54213f70794b63e9a021100d69679d3d032c4795880b7b,39431d33495e3861bd664fa3bea88bbf3e0e6c3360f1c1c02e68214f59cb7a90
VG_100K/2327715.jpg,923277158154,complex,2,amt,500,333,150623,d99e7f33d278ec717b87d99e2b455751543fe2c2c030ecc8e5f7e8aced5e0427,d97b31c387b27398b0b29d4059434304868025c0b847e57c57e716f5d2185a2d
VG_100K/2327768.jpg,30153664,simple,2,imported_genome,374,500,135387,32f48f9fa2865cb67501054ef3e443d7399bf2465f44027e0280c33a0d8ca73e,6b05bd31acb0723cb7263cd86ca6515ddb3d6c0a2b78f34fb7889332717f1953
VG_100K/2327814.jpg,9232781410144,complex,1,amt,500,375,66855,cd75fed464269c4559bc3f09f74966da1b5b94e336da982b27927cc81ad1f6b5,883e8dbae9f0202899436b2ab31f032396a26595b645681ef7a7bf0a37c62429
VG_100K/2327856.jpg,30153599,simple,3,imported_genome,500,333,179776,bdb395c13be5a522e43624e18b7ca925c86e4f71cee9b077be9fc54f5f06c54a,bc383b3de31a93bd33aae8c52d0bd51a1568fc9a64628f8d152fe509d8b4fe1b
VG_100K/2327881.jpg,30153580,simple,1,imported_genome,497,500,235776,c87a87c95b921f482354d8161ab96ba467f81be751ffd173c95c060a30e0040f,398bca62d0302ab11982cb07778bd1e0b8c72d1f4e468f7d718f9d95d2dca91f
VG_100K/2327919.jpg,9232791912971,complex,3,amt,500,333,164123,5ad9b0b52efdba3954bf4d20e5ef2883d8f73c6e1e00a181e52df9b6d28b63c7,5cbe617432a0732c8e7535e151181e9e3ff2c5243c8dbdd5bc517be24ce0259f
VG_100K/2327992.jpg,923279921089,complex,3,amt,334,500,63106,9948cbaaf5f484c15695c377cbf9e4608ece880cc8ab791b92dca271a3eb4e14,9db44429d60f04791cc2563812204235d878c692557350cc69f503032fd1393d
VG_100K/2328014.jpg,30153476,simple,1,imported_genome,333,500,159001,560fbfcadcbb461b11491c977b4104bab3b78bdd63b305ebb1a13680e60f30bc,4abf09c95b2d873cfd591fd929f78bd29ba3c4137e76d9f45f0843a0d5ad752d
VG_100K/2328018.jpg,9232801820465,complex,1,amt,500,391,178724,e84b232120949e3010f62edd27fac62572066dffeea53596b684a6c572345959,52c4f2afb24556bf295e78caf670c53f458d0e8efa2eeeb78263ebd4800236ec
VG_100K/2328080.jpg,30153439,simple,1,imported_genome,500,282,183267,5f68a4e3d1bbc46d4476a5a3490102410c69b7bf3dab4dedb4bb4f0e138263b6,2822bbd23ed33c04e0f27ad56e19eba2dd48765ca95fe1308a41aaab065bdac5
VG_100K/2328086.jpg,923280864109,complex,3,amt,375,500,152879,fcb45a9a7f51de33c72e21e013f5e8dd336c561352818556b219dcf3db4e773d,f09c5523185ea7a6f864f9a9c72eb5c060bcf077815aeb3a5bf48ec91ffd51bb
VG_100K/2328192.jpg,30153367,simple,4,imported_genome,375,500,159433,acdd78d63e942592d35d238062ef72553353a439969959529a585a1efa852244,84998d7206c51f31e343a478de52def0d1e6639f2c091a78f139d5e34332b31f
VG_100K/2328199.jpg,30153362,simple,3,imported_genome,356,500,128363,557553600eb3e6e77341bc7cceb33839a46a07900604a94abf9c3c9d72e5f1f0,f9b877a547b0e0e73a2b2d8f0693d830164c55ff5181bf79ddaea949efae8dd7
VG_100K/2328233.jpg,9232823310314,complex,4,amt,500,325,115433,d6cd4031218484a6793413d3d63cb55635b15ba6f3a25c725f23d5e8788a1778,eec0e4effd0ec875e63f2bc95353dd24feeb47904ba2408581beb704fa291a91
VG_100K/2328234.jpg,30153351,simple,2,imported_genome,375,500,141338,cce0f9ba701be26606b8e5642ad652ecc4f33c08c3a02826b6eef079c2ee9c01,fa790a54d1bf026dc404a2ccb5c4d298b4a37c6e0180c74d166111dc862dbc18
VG_100K/2328381.jpg,30153285,simple,2,imported_genome,490,500,281291,8870b9d1ef667f7ca44d54f8a3c0e25fe8adb8ad61f55d59f742a1e22910aabb,88de155e4f2572e7e67670728de83f5b09c94b215b9eec1ae4ec820a595af34d
VG_100K/2328489.jpg,30153232,simple,1,imported_genome,500,500,244106,4798d060dd28301b15ecd2238be042091292e29d3856d1847ff885049502718d,10be74ca17700705126e1c8008325274b72b5daf71d5f15f959a942b380bf85f
VG_100K/2328592.jpg,30153185,simple,1,imported_genome,500,370,102901,98cc35fab4f8bbfdfa4fdaf6c344d4d0030cd57551c88a972ed44affb32dc25b,044155c26c67034313ba0d014a8f1de14935b998944cb8231ebf77e78885768a
VG_100K/2328595.jpg,30153182,simple,1,imported_genome,500,375,166628,62f502550514b77e6337378ce085d3fa8cc2351ef274b1d39da9ac1d660f93bd,de4f5972798fd027a5fd561eafdf0e8bc044354a83645ad8da23a944b821be90
VG_100K/2328685.jpg,30153120,simple,3,imported_genome,500,500,136123,8c9a00a95ff68140e32069f5143129f5c0789f380522e42b28d963384df65db8,8ba3a9bcd6747e12f6af499ff20b312bc4b8323bd0d0a52e972cbd36871eedd8
VG_100K/2328716.jpg,30153108,simple,3,imported_genome,500,375,121834,cff6615c128da9b8ad29694c74a35c171678865833cbee5e3c4a9f5822acbfc9,65d36b27f7938acdfc1892fac89425705dc2fc0d81e5d46f172ae222fd6344fe
VG_100K/2328729.jpg,30153094,simple,2,imported_genome,500,334,189395,5678c5ec55091c37b4421bc332a9aa7a57f30b3fc70788c18e233766a248a004,fff9edbb0582ee4807dbda15bb651a3b9a72f8e6722acb7f3f629b748c9a81f2
VG_100K/2328757.jpg,30153079,simple,3,imported_genome,476,500,130607,026f2359ed79184a0fda0b976e5aeb38bf75e22a367134a73da207159dcd336d,5068e66b10a0f4e7b3583c2ba445d1419dd2540fea8ac6065640b0655fd2ab18
VG_100K/2328811.jpg,30153054,simple,1,imported_genome,500,375,105851,5fd39faa707204690131881b63956e1b99769527980a6f15b1b57d2b940e13c9,19a4a565eee02da83ec3844f9e34e85eb875b20d0d521e6ff379a927f42f238d
VG_100K/2328867.jpg,30153021,simple,3,imported_genome,500,375,134895,36ec3878d677ad68d2f6ec9d2c0283ab71018abd2fb04dd78eb0cebeeced53fa,6acf6e32b354ac71d8c909ce110bb8826f9b1930c951a1a13335ef0163dcbc08
VG_100K/2328876.jpg,30153015,simple,1,imported_genome,500,333,154418,e44d55216ffc7c3ee9a40234326e5e14dbe7851cbcd3b3125fe99036efd6bc94,b2df25868be0e1b91300c8bff6bdd938c8f62b20638b1f80a10d9c9fbb896281
VG_100K/2328912.jpg,30152991,simple,1,imported_genome,374,500,142203,29797ce1535a843474f8a458eed67f3c570c3ea0c784504bcaf60124b61687df,5f9242ff225da179c597c2d8ce12049194f86a3af96cc9c129ceb4111658cc4f
VG_100K/2328929.jpg,30152979,simple,1,imported_genome,500,331,77566,75a07249babbedef0a1a70f48522d353023e6bcdc07e5a24357a64c69c345eac,dc7c55e1be5158bc6562650537c961a729cb2657a40679f9a2c6ff09692e7856
VG_100K/2328940.jpg,30152976,simple,1,imported_genome,500,310,225458,fe1bc56d67d7fd1706ed635f01373a518319ef25fae42947f35f14cf68408d39,efd213227fb0aff466fefb57bce42983adf2605c303f752f1b2ed65aead95dfc
VG_100K/2328980.jpg,923289805066,complex,3,amt,500,332,104890,deb2a982e53405e1ccdbc6369b4dfcad23c44fc184b1e6cd7af853bf0adb5fd9,10be59e2d6f34fa86f868a8b8439c44bc83534feb9b7ee562b70eaa2b3b74f2f
VG_100K/2329033.jpg,30152921,simple,2,imported_genome,500,333,172300,c7b0844230a7d586a1c82a0182d6cd062de6655ecaaf3b4a43c3523882dd6e76,26a259bd10516d0ab67834a3e30667b4dd01e2892cf1a51869117037717f210a
VG_100K/2329036.jpg,30152920,simple,1,imported_genome,500,375,149022,34a30f39666f45326c36971c17d989edeecd8bc7a624a853299bb11bb1deb266,dcb87a276e368ad15de6c3b6eb5c5a99897ecf65f51b22e2530b4740f8702469
VG_100K/2329044.jpg,30152914,simple,1,imported_genome,333,500,70465,564d6d927e8200210687afccdbab2cbcd3a158a58a2df359c4fd0f416a7a27ee,e65d706a8c42a3a4b6fedfbb77c8a77fa622a3ed9ca7e0e7323219c78826ddbf
VG_100K/2329055.jpg,923290551692,complex,2,amt,500,500,101340,435bbecf0d20e42d656f7986c22d8f5ece07b66e832908c62dc738d69a55bffe,eeb257f2822ea00b233ef72fca3c10fe003b79039f4668537cc6b4402579fc14
VG_100K/2329063.jpg,923290633364,complex,2,amt,500,334,145042,28caef502695dd3683f48665f8135e74c8aafb43fd800f640f0b0463814c9783,47de0d9fefa4adc64468d6657ac982ef2a238a813017ac9a24e1ca2e29759b90
VG_100K/2329073.jpg,30152894,simple,1,imported_genome,500,332,142958,a2877319b5ca7f6d879f36f05009178b278f2dbfe5f41b57a288a541ec6f990a,47a63cc8fff81d9082fc119a7d7a4fe8c0d3ee94a68eccabf902b4dff8eb5434
VG_100K/2329105.jpg,9232910516115,complex,2,amt,500,411,206660,7aeeb9074fe4a96e2a3a839a49421272f6c26a140152acd5faaffe9acc8f2ab1,505a3363f8c3fc578dcb9a4594e1ff3ad01c0e89c4c428c0a834df82c0fa4aa2
VG_100K/2329189.jpg,30152820,simple,1,imported_genome,500,333,127674,8735262adf7c50b402624e6a2298751ef4e00c20a5c2b1ff9a870f697fde48c8,841716e84d2ec6d3d53d8879050a59f35cac74675329572c92b3291db79cb7dd
VG_100K/2329219.jpg,30152799,simple,6,imported_genome,500,231,108091,16b018ba837678ec3c853ed7fd225e5904e981136c2ba9e9fd52001e10625223,cfc77e64cfcd1aa3de2998e08baebc39f106175d45c47a3d6592e09833d5dcd8
VG_100K/2329237.jpg,30152782,simple,1,imported_genome,333,500,77273,d97c0fc93a31868d4cc62e36098812de143f02b72d4ec184463ca38aeac5addc,9f80b0272dfb56d79b67a701745bb3acb4f6d85c932c5daec012df15a7bbb04b
VG_100K/2329251.jpg,30152780,simple,1,imported_genome,352,500,214052,99c4260a3c109c449749d8c4fa6185c41ac78f488bf68d91635e5bc6f0634e9b,3eb6833e07e6d2dce8b1e400a7b5b31cf3fc906fbfb4b4a9f00cf61b40496f2d
VG_100K/2329291.jpg,9232929113130,complex,0,amt,500,333,173122,9b828da5087c639b43e5010c197adc24283ad967c5c13e88d8498964f0196ed9,c2002384504ded3afe49991d69221d4df0014f3babbae340782cac34cb063d0b
VG_100K/2329309.jpg,30152746,simple,0,imported_genome,500,500,196226,d5ff516d03635b515d29026379ffc95488959110d44a2ee4236eabd86945a487,f5935a124afb34b83058cb2659cec39feb33d0dd7f10e2f07878d6598167ec3b
VG_100K/2329313.jpg,30152743,simple,1,imported_genome,500,336,124023,5412a98865c6b32f20a03e0dd82c0b9bc210ed9c5e8af9aa189233c1e1097ae1,67ae13dcddf0a5c17641bfc14b1c9595c212d7dc49900491d4297028e35b88b3
VG_100K/2329325.jpg,30152736,simple,2,imported_genome,500,333,137499,9a5e767bef633b04f1ac8ba779369f6c047d186b5f86722fb7e68682651f7c1e,49d4126e0c2630ef6ea583b40974563eb5b3fa86d2e644e8743424b2a5878cb5
VG_100K/2329377.jpg,30152704,simple,6,imported_genome,500,335,139025,a902fbb850d1e15653e627c075a7007a84a4e467a6b9fdba46ada978225d061b,07843b4dfeaf305cdd8d3f3f67143af30602f3fe23c824e72a04480590cebc20
VG_100K/2329497.jpg,30152661,simple,2,imported_genome,500,375,99070,2a6f3aa09c7e5e174fe0eb29f7a0c1679c1a411edce416c6252225e2987daf70,6ac16960990d6e4b19e00b1ba7e54eea2571cded0f3b5b4777550243d7762986
VG_100K/2329537.jpg,30152633,simple,3,imported_genome,500,375,149670,7cdc77b996b86f509ff1900a4eeb374efd991064b150acc14d66204d21386751,f84673954cc87770b0695138d930f69f615bfde8facc0105c4ecb44e930e3dac
VG_100K/2329594.jpg,30152603,simple,1,imported_genome,375,500,117231,5644909ab5166fe3292cfa69c292dccc90abcd65ff6890a7e4b8c78c23a12a6e,d7e0c2ab1506783ad6c56c6b905d10c3637082b369eb0a0116735d5026005979
VG_100K/2329686.jpg,30152554,simple,3,imported_genome,500,334,111942,529a39d4c0309f990a104bfa6e5ef01da16fc389b4f934c23a1325e31a94f56b,0c7513e667194c4c3662fc83812bfc5b44928603dfbfd6fcad7a242a829d7e6b
VG_100K/2329687.jpg,30152553,simple,1,imported_genome,500,375,144732,41c7f784675b95c864bb0367bd77a1f9a228f3474cb0825b6b428d41351fca43,c83632de64bdcd626f5c27738a10b8d2d0232ddae26f276e120e7939d8e64d3c
VG_100K/2329713.jpg,30152533,simple,3,imported_genome,500,375,69417,049944df0484606a1b6954c4cef6bcbf95340999d889359f6ee2d21f9d6606f3,e530c6067d19bbfbb74404822474aa8d7be0bcf77c40c7942ad24e7e35828bb4
VG_100K/2329723.jpg,30152524,simple,1,imported_genome,339,500,115371,2d45b2e59e50accd70ccf4ad5dd9df5308a3a863a5aaa815b36fa943c98c513a,4936f9bbd42d184b3dc8284e3595f488e4a40379265186c12ac5257c4936af7e
VG_100K/2329731.jpg,30152521,simple,1,imported_genome,500,374,142248,92e0f35d06e9d16af1328fb80f8ef909ee9d558d98d6e1df78e71bcf9aefbd0b,6fed6de05f1686dabecb77b01b73d4300c4a9452aa5a01c6c5e196862e13c03d
VG_100K/2329748.jpg,9232974816876,complex,2,amt,500,375,136844,01f05c021a3679179d35a5e91c335333bc7877dd02923c411de572a159df5349,1e8cd003fafa50469fe87fb837a850b29d763cce23b558cf34df2b9d64753d3d
VG_100K/2329764.jpg,30152494,simple,1,imported_genome,500,333,74619,4ced741d741bdeb0248aad1d7fbc8be38987cd4ba8878e3d45300fb10987e326,6d0ea0e267678f86706a8d09f57f7489042621a596e116b2db6bc148d4100a6c
VG_100K/2329787.jpg,30152484,simple,1,imported_genome,500,333,140888,d2a0e1d023901dbfbc144df8233228beb990531756401e01ca752f3b951a9d19,e9d7725899d14ab5214186280759902c65f9348c61d503a759ece8bfd350cd32
VG_100K/2329812.jpg,923298123919,complex,0,amt,333,500,112954,a880ec3ac0ae43fb2b3a5a60876516bb154bb3f0e52b7d3d97bd3967aeb85aee,f98e882d888ec3467ab36baeb42c4f7babe44e7866c672257b98c36c349f1a79
VG_100K/2330006.jpg,30152371,simple,1,imported_genome,500,335,84956,1a19dd3dd18e0668153dec05c6316385cd38bb2c03bb17f1dfa0a091d046fb04,31995326e861a6956ccd060d3c0645f184f562d3cc6569cfdb7de6e3722dcdbf
VG_100K/2330015.jpg,923300153779,complex,2,amt,500,220,68745,ac241db307a772ea5acc7ee140d8044810b378469dd24262cdd5c2ea6a7a421a,1db9412eea03ef90393ec3ee98c138d2bad29ad40e0be5df3f03aa6d97e4299b
VG_100K/2330084.jpg,30152335,simple,2,imported_genome,500,319,154480,5cf798abd919a2ad5d6cad64e128708e48a18ec74240ae0b87955d9728d59d52,5c007856c8da1e3f656e13c364ba6a8a4a2dddeef9eb8fb39e7837e60ed45a5b
VG_100K/2330095.jpg,30152331,simple,1,imported_genome,500,333,160784,08a483b070b7417283f0da7b89c5101295e76c4694492e270b2aed8b75caae0c,4873cb093209beaf972aa6f5f7aa96a0df945d76af538f90466be7d1bae9fefb
VG_100K/2330116.jpg,30152319,simple,3,imported_genome,500,336,148417,8a4fdf1100ad3b7e754dc1dc1d7b22577b3124dbef9cb36aa907c38b5dd41c66,bcbde90833086da665dd5ed9345e7c243d4424f5557116d449916bd311c2465c
VG_100K/2330143.jpg,30152298,simple,1,imported_genome,333,500,137465,ed8f497339ec9123bfa6c65f844ad213e0fee03f27170eb15057f452cda2afdd,b3591b7596c58b9fc1911e7791f36d1c757a46c8b18d49f0ed6070186bbf3bc5
VG_100K/2330189.jpg,9233018917289,complex,2,amt,500,375,180839,4c51964f0c37c3a3c32d6a0851b9a69cb89837a6ce61c254ae593c00821a39fa,33e2806c0b0ce5314b249981f75465560c3a17646e5097dc6216e3f9b5fdf827
VG_100K/2330227.jpg,30152246,simple,1,imported_genome,500,333,109004,7dd4e9a27995ecb27ad28d9ee6589019d75a38fa237706753a01f16b0716af2e,9a9af89b1c0d008c8e3e701eb218ea28ea41ba1d2f80268c837efc639ae5f13a
VG_100K/2330258.jpg,9233025820783,complex,1,amt,500,324,104548,5e15e5395d3fdf743ca551f82d98e16760918c5dc58e8b99a89b4f67aec15877,a36320f4c1ce8e479102780db6685873dbddbe3c939159c25dd67086c4d807ca
VG_100K/2330288.jpg,30152215,simple,1,imported_genome,500,500,152885,ca492285f3cf8da44a1a8ef8aaff510e7a6ef34f7c03e069284bab43dc8332bb,c6b171368aedb0a77c16867a35d6d46cf1b014605c0c3aafe955059d81df1284
VG_100K/2330329.jpg,30152186,simple,1,imported_genome,500,333,74708,dddc816d211ea12e4c2314993df306eab35d9abc9fa609aef497e4db2fce5feb,8c51c8de2badd581881902d8e3f991619818f9e16d6ad0038576a865731f2e9c
VG_100K/2330430.jpg,30152139,simple,1,imported_genome,500,142,60310,fc8cb8c5d65faa02363e321d6dab115ed773a944932c60f332c3233a1177cd68,3f48f64f9218d61a0f2ffe4c3b9540f9af7b5d1124df4058ad610d50b6fda791
VG_100K/2330436.jpg,923304369841,complex,0,amt,500,375,243233,6735b268f4104148c8617d1724ca5349547f8ac48fb1800d762cead8d8af0c77,133d045303aabc6d2b598fada6e9ef4fdb6342b0cc248c05bbb0e6bed70e0681
VG_100K/2330451.jpg,30152119,simple,1,imported_genome,500,375,98367,a838d7c1326639efb4b2688aa636363c836374b2d784a46b426cb9d5a099e20c,de514e3ecc48832122761a233215ebb16c1f4bea2fa78971ee77911aa5df661c
VG_100K/2330467.jpg,30152112,simple,1,imported_genome,448,299,93956,1846ab3718c06338bde8a06582e26dea60dde81999dd44819a2c8c18bd5478ad,ffe250ef0cda3df34e8e3dd60bc5f73834a456a2639898a5c0bd2eafe7cdaec9
VG_100K/2330476.jpg,9233047618163,complex,2,amt,375,500,140283,e2d2df0d7dbfecd3c718c3cdd670629fc2dd80fc730b189f3d272efc9a86bd61,0f23e4d9720c442d81c8a70e97f07f3a95c7eb0ca1fe43f2f2616468c9857f9f
VG_100K/2330541.jpg,30152071,simple,1,imported_genome,500,333,180917,be3e49f6d236a50efc6bf451ff5cacc195320c7e84b799889562dafa7ea60544,76a796dff7311781efed58dbcb1a6fd5230ff28c136a2a993a427fbb0342e847
VG_100K/2330561.jpg,923305611475,complex,1,amt,500,500,140712,06bf583a41874a4d6000d25db33b26fa90c5009b5ae822ee9024faa4406b629f,d6a30a96e0c1b747789623e4329be1b22e6941cd3f7dc63dd672a2a686c49299
VG_100K/2330577.jpg,30152046,simple,4,imported_genome,375,500,116237,1ff8471e931d6303169edc0a4761cca5616d6be3840779c2c44ec7cac0f979b8,e1a3d2810a662d66e402a8540b3f07cabe41043d77cfe6460ffe5140cc6f828a
VG_100K/2330613.jpg,30152028,simple,3,imported_genome,333,500,78143,57352f100ebe4ca36304bac6e3caa31ef18b085d590582751c1f9af50670628f,58cdbaac24e434dc8957010c2e9361aff57a468bf5636b8c39d66d84c92ee219
VG_100K/2330616.jpg,923306164644,complex,1,amt,500,375,141852,e9620647ebbd79e6707744c6f598da78b680947b5fc1b050961536125745797a,07d01e946873106697a0a5142004868a24add3182d785ca5795154f760383827
VG_100K/2330639.jpg,30152005,simple,2,imported_genome,300,500,184249,cd0021165f568ad019b3e5f1f0f6d2471738f9758b035990bf6208584ec7b21a,f8a38384628eacf126eeae3f1bae650adaa025aed30e49f4f593e3e9cf8f3143
VG_100K/2330710.jpg,30151968,simple,2,imported_genome,500,329,149407,09b972698e6f86412d8cc8274dca494b0fbe0241606a0e434b4dfd4efb90a66a,ada93797a8f31168626798ffb2a4166461b67434f539f6c49581407a2716abf1
VG_100K/2330753.jpg,30151943,simple,2,imported_genome,500,332,104035,c9c96321935eacfa120c03b96511f4ffb1b8fd417810ef01c8d4832681649e1f,4869fc5b8105b9607c65bd515d7bcf9b2176d7583141a8ea93f25a71d16bc203
VG_100K/2330775.jpg,9233077520428,complex,0,amt,500,332,104703,78585f1e9652e4067103e6ea6c529d9bcbb88dbece3fa27b67ead95823dcf8f3,ce400c22ed42de7e60c3d1d3dbbe157d4b55fa9bd1b9bfd1214d27039f9e2a79
VG_100K/2330801.jpg,923308014864,complex,3,amt,500,319,169833,c44a621495574708caeba828508d4358f0fd979d6881a0a89ba33bc77b591c92,dd3e29461c7afc2c93608f650124e77235d2e287087b0a51baba5a7e129f4b63
VG_100K/2330833.jpg,923308332720,complex,1,amt,500,334,49512,1bb6b0c858dd3fc3fc42ccaca701bf552774dbe0578f365c6c639cc060449d58,e43d0d7b9df65e374a43a711373466d69c72164c52bb6d49070c145720f2288e
VG_100K/2330857.jpg,30151879,simple,1,imported_genome,500,362,135031,f5217a8883bd58efd131e889b446faa786cde25b7caedd929264484561418300,751c8d9ebd84befd07b227c1eefd606ddc98bb6da91e08483019bb4a17b774cc
VG_100K/2330863.jpg,923308634790,complex,5,amt,500,240,64249,3fec2de8a74ac860246a369ca73e93aecba189998458e5f3a93fcf2eb16f450a,f2e36705d2e16872df31e5ce7938b370f7fd74b34203b98dc0fe37baf1c452d2
VG_100K/2330933.jpg,30151832,simple,1,imported_genome,375,500,159774,fb9a5ef7132ccdc61579aa2c1e6c983cafb31495011bd511750c2c796103f75a,35039a6934da5ea4283f264b03fb9f1dd5810d69915b051355d09b3999b9fa15
VG_100K/2330968.jpg,9233096816209,complex,0,amt,334,500,127759,55af2e98b5973336a6613866ffac19f3827d3c0641b3c2bbfdfadfe4e08436db,033c99fb78924869fddcf2b04238b047f7942a08be63f37bcc3f055f94604aee
VG_100K/2330980.jpg,30151806,simple,2,imported_genome,500,333,133990,6f685999ce66444941b7c69576ecb7f7177ab0b78657a40f58e440c5c501aa85,e75cd76ee87ea7be096ddeaf719ac0bec174627ae58bd77409451a08fdbb3076
VG_100K/2331119.jpg,30151709,simple,2,imported_genome,333,500,74024,abb375fe54f2f82da86336626d0633463b8583c3c2ace2ff3e26c6b29ba78c7a,3aef271e32fbf3cb68b0f25f7cf363ffacc2713d2ccf401015be936ab2c67da5
VG_100K/2331208.jpg,30151657,simple,1,imported_genome,500,375,234315,09733082411d2dbad18a5123e5f96aed34811cf692b47b7e9b4320b6b8dc02bf,e38541947be1dda719aba0f30736c24e4d1845cc1c573394d05b704b5fc49dd2
VG_100K/2331247.jpg,923312474842,complex,1,amt,500,332,111647,8ced12770b8b6b202951b3103285f25affa19f79bc6565f4c4273dfe55867c39,775e0ec2555180d1f3c927115d8f48501b96cc480a3993dc1ac8f5ce14a441cb
VG_100K/2331293.jpg,923312939315,complex,0,amt,500,500,183005,05b84314ecd419a61906d1cfb63d0b38b36ea28dbc70c3deec14ab36cc46c150,3bd1197b23392651de270fdc3e8c898acfce0be89ffaf87c9593409c0b5b12ca
VG_100K/2331353.jpg,30151567,simple,2,imported_genome,500,333,84466,5fa4bb7fe3b5398b642c7a41cedb1a9909b7a15d26d0bd03e09052343785b263,79038355f7530f101aef53fc401c914f0ad245d59131695336ad548a602884e8
VG_100K/2331360.jpg,9233136019555,complex,0,amt,500,250,77283,6cb873313bb7ac8505f8bee44c2498a0450da57d61f1d5e3ea0209d7264e67d4,26f037a0f6d3df12d96f5047ef3e775114d840c9e3a7550dc07f8d000a492d0d
VG_100K/2331414.jpg,30151523,simple,1,imported_genome,500,299,182630,aff39a2f5123fe5cccec8077194a24b261f04ce3b95c8cf601643cfe2646a0b9,6328e66c0a841ad875b125142b8cfffdab5c8d8d7b4ea4cba370cd5005808df8
VG_100K/2331439.jpg,30151510,simple,1,imported_genome,500,375,146379,49168b4c0683fd6907e6cb4bcc4656f7c36767ca54af70aa6bf94204162d38dc,d64190c4b30d50af6a8463b5a06c71f6315ae9004dd3756f204b99d02adf7e10
VG_100K/2331489.jpg,30151479,simple,1,imported_genome,500,375,122605,a7cb7c54c0be6a02bf2ae6fbe4155108d75fac4ab0949b4a453c868f927cf0b5,39cf2c04582e3d1db59fcfc6f55c0883dabd6d06762af0a231d321bfc2598918
VG_100K/2331577.jpg,923315779888,complex,1,amt,500,375,100605,d13f3f7f88afa33cbac418b9f08a12e30eaf657fc75a3cb7235c596c972f5638,351223feb2dfc317ddc6bd9197f266685dbf96215c9948a7a45a9b74776f2eac
