sample_id,condition,replicate,ground_truth,baseline_prediction,selected_alpha,selected_score,post_prediction,baseline_correct,post_correct,repair,break_case,hook_calls,score_alpha_0,score_alpha_1p5,score_alpha_2,score_alpha_4,baseline_expected_numeral,baseline_entropy,baseline_top1_prob,baseline_conditional_margin,post_expected_numeral,feature__baseline_best_numeral,feature__baseline_entropy,feature__baseline_entropy_norm,feature__baseline_expected_numeral,feature__baseline_top1_prob,feature__baseline_conditional_margin,feature__baseline_vocab_numeral_mass,feature__baseline_numprob_0,feature__baseline_numprob_1,feature__baseline_numprob_2,feature__baseline_numprob_3,feature__baseline_numprob_4,feature__baseline_numprob_5,feature__baseline_numprob_6,feature__baseline_numprob_7,feature__baseline_numprob_8,feature__baseline_numprob_9,feature__baseline_numprob_10,feature__baseline_numprob_11,feature__baseline_numprob_12,feature__baseline_numprob_13,feature__baseline_numprob_14,feature__baseline_numprob_15,feature__geom_top2_prob,feature__geom_expected_minus_pred,feature__geom_p_down1,feature__geom_p_up1,feature__geom_p_down2,feature__geom_p_up2,feature__geom_local_asymmetry,feature__geom_up_mass,feature__geom_down_mass,feature__geom_signed_tail_mass,feature__geom_up_distance_mass,feature__geom_down_distance_mass,feature__geom_signed_distance_mass,feature__geom_up_boundary_gap,feature__geom_down_boundary_gap,feature__geom_up_down_logratio
pccv3_n02_distractors_r18,distractors,18,2,2,1.0,0.09017031054429431,2,True,True,False,False,0,-0.004350209604395729,0.031064144528005544,0.06092773939337038,0.09017031054429431,2.000032411620911,0.001141643966490707,0.9998999747036147,0.9998545793149937,2.000032411620911,2.0,0.001141643966490707,0.00041176102222923724,2.000032411620911,0.9998999747036147,0.9998545793149937,0.9952304447864844,1.5533447786393005e-06,4.539538862105449e-05,0.9998999747036147,4.2645021062112804e-05,3.966604851470408e-06,1.8736914597748615e-06,1.6535269096505243e-06,1.4592323761068658e-06,6.8929256714968e-07,2.3821313702697266e-07,2.5357656440665316e-07,1.2750630401704735e-07,1.1252391835505405e-07,9.832230409557613e-09,2.6726773255522893e-08,2.0814831940373113e-08,4.539538862105449e-05,3.2411620911165784e-05,4.539538862105449e-05,4.2645021062112804e-05,1.5533447786393005e-06,3.966604851470408e-06,-2.750367558941683e-06,5.307656298567634e-05,4.694873339969379e-05,6.127829585982548e-06,8.0913699089355e-05,4.850207817833309e-05,3.241162091102191e-05,0.9998573296825526,0.9998545793149937,-0.06249999857927286
pccv3_n02_distractors_r19,distractors,19,2,2,1.0,-0.025323300456450225,2,True,True,False,False,0,-0.1052706592079106,-0.025323300456450225,-0.04502917073847689,-0.15211068308314343,1.9820430834052423,0.09048756977272353,0.9819821948663717,0.9639965635900327,1.9820430834052423,2.0,0.09048756977272353,0.032636492043300575,1.9820430834052423,0.9819821948663717,0.9639965635900327,0.9901943501694106,5.001953097547121e-06,0.01798563127633906,0.9819821948663717,2.3862983617113686e-05,9.252682862549434e-07,5.27201977776282e-07,4.652541124240415e-07,5.612035840733885e-07,2.490325808404273e-07,1.4189448736129063e-07,9.752255988295615e-08,1.607875188521568e-07,7.13490289852555e-08,2.7940681208552078e-08,3.81903831780907e-08,4.327537362028282e-08,0.01798563127633906,-0.017956916594757732,0.01798563127633906,2.3862983617113686e-05,5.001953097547121e-06,9.252682862549434e-07,-0.017961768292721947,2.717190419157135e-05,0.017990633229436608,-0.017963461325245036,3.871858777666758e-05,0.017995635182534154,-0.017956916594757486,0.9819583318827546,0.9639965635900327,-6.624999958149692
pccv3_n02_distractors_r20,distractors,20,2,2,1.0,0.019899938395184134,2,True,True,False,False,0,-0.018190103029296946,0.00456845241957958,0.019899938395184134,-0.027912829951273203,1.9999342237097795,0.0012027131379671553,0.999887735264382,0.9997916344022698,1.9999342237097795,2.0,0.0012027131379671553,0.00043378706993930466,1.9999342237097795,0.999887735264382,0.9997916344022698,0.9886402543675654,8.850583419200802e-07,9.610086211218621e-05,0.999887735264382,1.0128956346351075e-05,1.3708051760247082e-06,8.850583419200802e-07,8.31435367751759e-07,1.0675841445263779e-06,3.6894720794611644e-07,1.444818025783942e-07,1.3572809268098127e-07,1.2750474325527188e-07,9.930079389252419e-08,1.8368799866145815e-08,5.6579886842105615e-08,4.4064460178723334e-08,9.610086211218621e-05,-6.577629022053166e-05,9.610086211218621e-05,1.0128956346351075e-05,8.850583419200802e-07,1.3708051760247082e-06,-8.597190576583513e-05,1.5278815163814262e-05,9.69859204541063e-05,-8.170710529029204e-05,3.209468857615192e-05,9.787097879602638e-05,-6.577629021987445e-05,0.9998776063080357,0.9997916344022698,-2.2499999116788842
pccv3_n02_distractors_r21,distractors,21,2,2,1.0,-0.023400700054912064,2,True,True,False,False,0,-0.10959240495166,-0.023400700054912064,-0.06369629372352903,-0.2193449199119445,1.990284444707857,0.054799524911680136,0.9902810473192553,0.980572673542825,1.990284444707857,2.0,0.054799524911680136,0.019764750708288037,1.990284444707857,0.9902810473192553,0.980572673542825,0.9965698523908948,7.339304387233541e-06,0.00970837377643033,0.9902810473192553,2.2383613724317095e-06,2.0820003972561515e-07,1.4309365514726982e-07,1.114414506812433e-07,1.7260389533885105e-07,6.759265660102739e-08,3.19285101892345e-08,9.23882075870157e-08,8.679068905716561e-08,4.945184397133504e-08,7.58368589264466e-09,1.5081960292245067e-08,1.5081960292245067e-08,0.00970837377643033,-0.009715555292143074,0.00970837377643033,2.2383613724317095e-06,7.339304387233541e-06,2.0820003972561515e-07,-0.009706135415057899,3.239599927207601e-06,0.009715713080817564,-0.009712473480890356,7.4970930617239674e-06,0.009723052385204798,-0.009715555292143074,0.9902788089578828,0.980572673542825,-8.374999553347717
pccv3_n02_distractors_r22,distractors,22,2,2,1.0,0.03529717444738231,2,True,True,False,False,0,-0.023784749996614146,0.022573104366327736,0.03529717444738231,0.02026838770236522,1.999960944452846,0.00078712389982865,0.999929966954222,0.999871676373044,1.999960944452846,2.0,0.00078712389982865,0.00028389493671199365,1.999960944452846,0.999929966954222,0.999871676373044,0.9975447103171105,8.850957236261138e-07,5.829058117801513e-05,0.999929966954222,7.888772313753441e-06,7.337701272630004e-07,4.73757601404163e-07,5.714607497068291e-07,5.043123415649473e-07,2.5358417049932265e-07,8.763634432446874e-08,1.0570960947284687e-07,9.328840293321458e-08,7.733880242018075e-08,9.832525329775568e-09,3.431888553884731e-08,2.35870020909043e-08,5.829058117801513e-05,-3.905554715410986e-05,5.829058117801513e-05,7.888772313753441e-06,8.850957236261138e-07,7.337701272630004e-07,-5.040180886426169e-05,1.085736887630194e-05,5.917567690164124e-05,-4.83183080253393e-05,2.1005225471070165e-05,6.006077262526736e-05,-3.905554715419719e-05,0.9999220781819083,0.999871676373044,-1.9999998903930019
pccv3_n02_distractors_r23,distractors,23,2,2,4.0,0.18367212627517646,2,True,True,False,False,1,0.016105092039053116,0.044019605307415235,0.09421100721149522,0.18367212627517646,2.0002037699112782,0.002345198756587756,0.9997634337272661,0.9995600134920091,2.077245667742561,2.0,0.002345198756587756,0.0008458516540070297,2.0002037699112782,0.9997634337272661,0.9995600134920091,0.995287133359231,1.7599298735903817e-06,2.2823117864748616e-05,0.9997634337272661,0.00020342023525696807,4.494138372130418e-06,1.7599298735903817e-06,8.313320074538183e-07,6.474420183973567e-07,4.449799578832906e-07,1.4446384125182485e-07,1.197647309219537e-07,4.9925367618378726e-08,4.405898228361649e-08,3.1916219718015676e-09,1.1139855272158078e-08,1.2623109769034256e-08,0.00020342023525696807,0.00020376991127823985,2.2823117864748616e-05,0.00020342023525696807,1.7599298735903817e-06,4.494138372130418e-06,0.00018059711739221946,0.00021198322499551208,2.4583047738338996e-05,0.00018740017725717308,0.000230112888890595,2.634297761192938e-05,0.00020376991127866564,0.9995600134920091,0.9997406106094013,2.1874999611007095
pccv3_n02_distractors_r24,distractors,24,2,2,1.0,0.08126617327795882,2,True,True,False,False,0,-0.004378889622511581,0.028407734845546102,0.058528976705885125,0.08126617327795882,2.0000347752153056,0.0012368559674493678,0.9998912219089627,0.9998397826448567,2.0000347752153056,2.0,0.0012368559674493678,0.00044610149263328103,2.0000347752153056,0.9998912219089627,0.9998397826448567,0.993697732205435,1.6535124352212234e-06,5.143926410601825e-05,0.9998912219089627,4.264464776166103e-05,5.421658548807265e-06,2.4058463972113148e-06,1.8736750580976903e-06,1.5533311811713386e-06,6.89286533309848e-07,3.465950352183105e-07,3.0586904503135774e-07,1.742789284757169e-07,1.4448230639164864e-07,2.2157079306370073e-08,5.658008413821085e-08,4.69065372596738e-08,5.143926410601825e-05,3.4775215305593576e-05,5.143926410601825e-05,4.264464776166103e-05,1.6535124352212234e-06,5.421658548807265e-06,-8.794616344357222e-06,5.5685314496079765e-05,5.309277654123947e-05,2.5925379548402927e-06,8.952150428239739e-05,5.4746288976460695e-05,3.477521530593669e-05,0.999848577261201,0.9998397826448567,-0.18749999599080108
pccv3_n02_distractors_r25,distractors,25,2,2,1.0,0.06600703838361245,2,True,True,False,False,0,-0.010026209763142328,0.027198161806931798,0.052629675959432735,0.06600703838361245,1.9999907100247183,0.00271330990316829,0.9997354830143909,0.9995770636049872,1.9999907100247183,2.0,0.00271330990316829,0.0009786196854239513,1.9999907100247183,0.9997354830143909,0.9995770636049872,0.9940676409873888,1.873383222270011e-06,0.000158419409403696,0.9997354830143909,8.479579938255709e-05,8.395921111802214e-06,3.4999406317272987e-06,2.4054716725910747e-06,2.7257565046926476e-06,1.1362643616980088e-06,5.042142540444865e-07,2.8729262193906276e-07,1.8549005800856139e-07,1.1976138262025186e-07,4.689923129268364e-08,6.823797888304799e-08,5.3143791389327754e-08,0.000158419409403696,-9.28997528171216e-06,0.000158419409403696,8.479579938255709e-05,1.873383222270011e-06,8.395921111802214e-06,-7.362361002113892e-05,0.00010422419298324577,0.000160292792625966,-5.6068599642720236e-05,0.00015287620056633983,0.00016216617584823603,-9.289975281896203e-06,0.9996506872150083,0.9995770636049872,-0.6249999945193208
pccv3_n02_distractors_r26,distractors,26,2,2,1.0,0.04247868665255149,2,True,True,False,False,0,-0.01859383407664302,0.024317877219915386,0.04247868665255149,0.037658444716355946,1.999940060401266,0.001506127938543577,0.9998585821702352,0.999749688802022,1.999940060401266,2.0,0.001506127938543577,0.000543220826970284,1.999940060401266,0.9998585821702352,0.999749688802022,0.9960250953862513,1.3707652083253914e-06,0.00010889336821319118,0.9998585821702352,2.429739468851129e-05,2.2600097561017653e-06,1.136404271890372e-06,1.2096960505178858e-06,1.0028732500271558e-06,4.4502230705182063e-07,2.699196734829789e-07,1.7427323943818307e-07,1.5379559400758014e-07,9.929789864209646e-08,1.955291556587148e-08,4.139352257777615e-08,4.406317541913401e-08,0.00010889336821319118,-5.993959873396015e-05,0.00010889336821319118,2.429739468851129e-05,1.3707652083253914e-06,2.2600097561017653e-06,-8.45959735246799e-05,3.115369634323391e-05,0.00011026413342151658,-7.911043707828267e-05,5.1695299895886315e-05,0.00011163489862984196,-5.993959873395565e-05,0.9998342847755466,0.999749688802022,-1.4999999680266205
pccv3_n02_distractors_r27,distractors,27,2,2,1.0,0.038391401958627544,2,True,True,False,False,0,-0.013174218617838566,0.017162113604577735,0.038391401958627544,0.02615392385642605,1.9999392411601518,0.001550809836906856,0.9998540875255788,0.9997451946468718,1.9999392411601518,2.0,0.001550809836906856,0.0005593364152668359,1.9999392411601518,0.9998540875255788,0.9997451946468718,0.9923730095840888,1.653451026376587e-06,0.00010889287870697073,0.9998540875255788,2.9308120706591066e-05,2.2599995967242748e-06,1.2877089541123041e-06,9.421079963630956e-07,7.81034961455601e-07,2.873267051556455e-07,1.357235252248062e-07,1.4447694054660452e-07,9.328132376672538e-08,6.022694923322934e-08,1.4305154313497208e-08,2.6725546716635277e-08,2.5106327696438978e-08,0.00010889287870697073,-6.07588398482406e-05,0.00010889287870697073,2.9308120706591066e-05,1.653451026376587e-06,2.2599995967242748e-06,-7.958475800037966e-05,3.536614468789991e-05,0.00011054632973334731,-7.51801850454474e-05,5.144094091132188e-05,0.0001121997807597239,-6.0758839848402015e-05,0.9998247794048722,0.9997451946468718,-1.3124999750631015
pccv3_n02_distractors_r28,distractors,28,2,2,1.0,0.04600179758795143,2,True,True,False,False,0,-0.007091568043255073,0.018924199254019433,0.04600179758795143,0.04449706990593409,2.000002586266815,0.0006945389722590494,0.9999417331920037,0.9999063777513221,2.000002586266815,2.0,0.0006945389722590494,0.000250501982745562,2.000002586266815,0.9999417331920037,0.9999063777513221,0.9911271858930384,1.2097966522073884e-06,3.53554406816967e-05,0.9999417331920037,1.5688881699234093e-05,1.9946174737161262e-06,1.2097966522073884e-06,6.893213538447397e-07,7.811034257750973e-07,5.368440101621243e-07,2.237898783284928e-07,1.637281725851927e-07,1.742877324856846e-07,8.763737554675403e-08,2.6727889436819927e-08,6.825205670213482e-08,5.6582942381769514e-08,3.53554406816967e-05,2.586266814930127e-06,3.53554406816967e-05,1.5688881699234093e-05,1.2097966522073884e-06,1.9946174737161262e-06,-1.966655898246261e-05,2.170157066240642e-05,3.656523733390409e-05,-1.486366667149767e-05,4.036130080052903e-05,3.777503398611148e-05,2.58626681441755e-06,0.9999260443103045,0.9999063777513221,-0.8124999645447857
pccv3_n02_distractors_r29,distractors,29,2,2,4.0,0.10211056137645798,2,True,True,False,False,1,0.00021103996190776492,0.031742895997278406,0.06645206195486944,0.10211056137645798,2.000072747868433,0.0014282525048592352,0.9998731199424366,0.9998110734693696,2.002259640790719,2.0,0.0014282525048592352,0.0005151332014744147,2.000072747868433,0.9998731199424366,0.9998110734693696,0.9932974831100481,2.123113556225827e-06,4.5394169416783214e-05,0.9998731199424366,6.204647306693049e-05,7.410394448864581e-06,3.7261803341096785e-06,2.123113556225827e-06,1.6534825001381894e-06,1.2097136392908672e-06,3.6894181505846035e-07,3.255900090230299e-07,1.9748032296858058e-07,1.4447969069324405e-07,2.844973792739049e-08,6.824737343385575e-08,6.02280956649119e-08,6.204647306693049e-05,7.274786843280978e-05,4.5394169416783214e-05,6.204647306693049e-05,2.123113556225827e-06,7.410394448864581e-06,1.6652303650147272e-05,7.936277459032911e-05,4.751728297300904e-05,3.184549161732007e-05,0.0001223882649616227,4.964039652923487e-05,7.274786843238784e-05,0.9998110734693696,0.9998277257730198,0.3124999940876907
pccv3_n02_distractors_r30,distractors,30,2,2,1.0,0.045485023575235414,2,True,True,False,False,0,-0.0032229984868802977,0.016897112378871308,0.045485023575235414,0.045113346681042304,2.000007239347145,0.0016335616013458322,0.9998499701856278,0.9997651646756455,2.000007239347145,2.0,0.0016335616013458322,0.0005891828053120665,2.000007239347145,0.9998499701856278,0.9997651646756455,0.9893387703511181,1.9944344309548506e-06,8.480550998237977e-05,0.9998499701856278,5.1437141916879116e-05,3.966406483464948e-06,1.7600822077257258e-06,2.259990290179705e-06,2.259990290179705e-06,7.810317451998593e-07,3.0585642603346486e-07,1.9747575076700814e-07,1.2749992748796048e-07,6.411098972995172e-08,1.6209796729963245e-08,3.3260343315205644e-08,2.0813791000614648e-08,8.480550998237977e-05,7.239347144860631e-06,8.480550998237977e-05,5.1437141916879116e-05,1.9944344309548506e-06,3.966406483464948e-06,-3.3368368065500654e-05,6.322986995869323e-05,8.679994441333463e-05,-2.3570074454641393e-05,9.603372598968423e-05,8.879437884428947e-05,7.239347145394763e-06,0.9997985330437109,0.9997651646756455,-0.4999999923504822
pccv3_n02_distractors_r31,distractors,31,2,2,1.0,0.04210978328986145,2,True,True,False,False,0,-0.00884036820533949,0.01817917723336261,0.04210978328986145,0.03525186821081068,1.999998618041581,0.00146753034401631,0.9998668470553783,0.9997820401139297,1.999998618041581,2.0,0.00146753034401631,0.0005292996874166013,1.999998618041581,0.9998668470553783,0.9997820401139297,0.990802013154477,1.4591840303342147e-06,8.480694144868849e-05,0.9998668470553783,3.321087545255625e-05,3.500400519720084e-06,2.405787748677961e-06,3.726156957235225e-06,2.1231002364842674e-06,1.1364136654695751e-06,3.4658658609599455e-07,1.5379686529028216e-07,1.1252019032937173e-07,8.232152981701914e-08,1.5227951828063092e-08,4.13938647388736e-08,3.223757427298657e-08,8.480694144868849e-05,-1.3819584190333245e-06,8.480694144868849e-05,3.321087545255625e-05,1.4591840303342147e-06,3.500400519720084e-06,-5.159606599613224e-05,4.688681914251595e-05,8.62661254790227e-05,-3.937930633650675e-05,8.634335109086273e-05,8.772530950935691e-05,-1.3819584184941779e-06,0.9998336361799257,0.9997820401139297,-0.9374999816808696
pccv3_n02_distractors_r32,distractors,32,2,2,1.0,0.03383155281809278,2,True,True,False,False,0,-0.013541571233716881,0.013747581270869147,0.03383155281809278,0.01304426142904905,1.9999602763335564,0.0010319558165960015,0.9999072652502508,0.9998369549842884,1.9999602763335564,2.0,0.0010319558165960015,0.000372199384754893,1.9999602763335564,0.9999072652502508,0.9998369549842884,0.9913196757998008,2.1231860597909854e-06,7.031026596237361e-05,0.9999072652502508,1.5688340904263118e-05,1.2877774415376931e-06,8.850756290377245e-07,7.810765011789043e-07,7.337534682641079e-07,3.466005963656802e-07,1.538030823097687e-07,1.6372252888323622e-07,1.1252473879799354e-07,7.733704657461551e-08,1.186002021333485e-08,3.431810638710082e-08,2.5107662988656535e-08,7.031026596237361e-05,-3.9723666443558514e-05,7.031026596237361e-05,1.5688340904263118e-05,2.1231860597909854e-06,1.2877774415376931e-06,-5.4621925058110493e-05,2.0301297726801936e-05,7.243345202216459e-05,-5.2132154295362655e-05,3.4832971638688705e-05,7.455663808195558e-05,-3.972366644326688e-05,0.9998915769093465,0.9998369549842884,-1.4999999504810728
pccv3_n02_distractors_r33,distractors,33,2,2,1.0,0.028357229565148072,2,True,True,False,False,0,-0.012477277604542189,0.0070124766375069475,0.028357229565148072,-0.00462698469449609,1.9998602606826645,0.0024950189749085704,0.9997485512932095,0.9995451340860572,1.9998602606826645,2.0,0.0024950189749085704,0.0008998878755061149,1.9998602606826645,0.9997485512932095,0.9995451340860572,0.9878181349431951,1.0674355372422243e-06,0.00020341720715238366,0.9997485512932095,4.005522302573443e-05,2.725792135063481e-06,1.3706143604947503e-06,7.809525219394665e-07,1.0027628873966659e-06,3.9268758892720783e-07,1.6369654142287973e-07,1.3570919938499137e-07,1.4446169076950228e-07,7.732477096755242e-08,2.672272579151863e-08,4.4058326423563684e-08,4.4058326423563684e-08,0.00020341720715238366,-0.0001397393173354633,0.00020341720715238366,4.005522302573443e-05,1.0674355372422243e-06,2.725792135063481e-06,-0.00016336198412664923,4.696406410073956e-05,0.00020448464268962589,-0.00015752057858888632,6.581276089158704e-05,0.0002055520782268681,-0.00013973931733528107,0.9997084960701837,0.9995451340860572,-1.624999979950472
pccv3_n02_distractors_r34,distractors,34,2,2,1.0,0.04091418354439288,2,True,True,False,False,0,-0.013318153952577773,0.020067457757172925,0.04091418354439288,0.033949712584060016,1.9999910199431192,0.0006077075683066575,0.9999489955493539,0.9999136398518934,1.9999910199431192,2.0,0.0006077075683066575,0.00021918417377667643,1.9999910199431192,0.9999489955493539,0.9999136398518934,0.9938445356736825,9.42197423019678e-07,3.535569746050289e-05,0.9999489955493539,1.0129576918771718e-05,1.4593039160678784e-06,8.314863074380536e-07,7.337840908555849e-07,7.811090987578493e-07,3.058867181220172e-07,1.1978695994228193e-07,1.4449065456855976e-07,7.734027417201126e-08,7.265446383876304e-08,7.65772414956364e-09,2.5108710836114703e-08,1.8369925270403418e-08,3.535569746050289e-05,-8.980056880769638e-06,3.535569746050289e-05,1.0129576918771718e-05,9.42197423019678e-07,1.4593039160678784e-06,-2.522612054173117e-05,1.47065557627908e-05,3.6297894883522565e-05,-2.1591339120731764e-05,2.826003542543933e-05,3.724009230654224e-05,-8.980056881102912e-06,0.9999388659724351,0.9999136398518934,-1.249999929563183
pccv3_n02_distractors_r35,distractors,35,2,2,4.0,0.11983500819921492,2,True,True,False,False,1,0.008249334687307514,0.032263227039776146,0.07370458301193225,0.11983500819921492,2.0000765380235004,0.000714854899441958,0.9999421146701022,0.999912803969109,2.010616578975466,2.0,0.000714854899441958,0.00025782940459502285,2.0000765380235004,0.9999421146701022,0.999912803969109,0.9911955359107125,1.1364992120062879e-06,1.1478235430803512e-05,0.9999421146701022,2.9310700993264228e-05,5.421934501998431e-06,2.90215240687608e-06,2.5611405098965694e-06,2.405968850697603e-06,1.4592938742616637e-06,4.450594861354106e-07,3.05884613245087e-07,1.538084427550581e-07,1.275116776659264e-07,2.2158207063990082e-08,8.232772678735374e-08,7.26539638866705e-08,2.9310700993264228e-05,7.653802350038319e-05,1.1478235430803512e-05,2.9310700993264228e-05,1.1364992120062879e-06,5.421934501998431e-06,1.7832465562460716e-05,4.5270595254534085e-05,1.26147346428098e-05,3.2655860611724285e-05,9.028925735657582e-05,1.3751233854816087e-05,7.653802350175973e-05,0.999912803969109,0.9999306364346714,0.9374999469958305
pccv3_n02_distractors_r36,distractors,36,2,2,1.0,0.0701055421135951,2,True,True,False,False,0,0.0003069456971296347,0.022228031003219587,0.05484897180182743,0.0701055421135951,2.0000338764596886,0.0006727229386648971,0.9999449556632267,0.9999221284014851,2.0000338764596886,2.0,0.0006727229386648971,0.00024263351187602433,2.0000338764596886,0.9999449556632267,0.9999221284014851,0.9905744067622271,7.337811263002104e-07,2.282726174158958e-05,0.9999449556632267,2.1444227868311544e-05,3.5006739675419744e-06,1.9946239016880738e-06,1.7602494150609255e-06,1.5534146565676125e-06,6.475595711349715e-07,2.1023181253048327e-07,1.275120399466967e-07,8.232796069339923e-08,7.73399617101736e-08,1.1495559048543788e-08,4.1397098386591536e-08,3.224009264036148e-08,2.282726174158958e-05,3.387645968855324e-05,2.282726174158958e-05,2.1444227868311544e-05,7.337811263002104e-07,3.5006739675419744e-06,-1.3830338732780365e-06,3.148329390526135e-05,2.356104286788979e-05,7.92225103737156e-06,5.817128368347837e-05,2.429482399419e-05,3.387645968928837e-05,0.9999235114353584,0.9999221284014851,-0.06249999717467401
pccv3_n02_distractors_r37,distractors,37,2,1,4.0,0.47854802584604855,2,False,True,True,False,1,0.022246118983138573,0.048809714506018564,0.15385052701869023,0.47854802584604855,1.042206982529686,0.17525043692820247,0.9578493249729547,0.9157643627603924,1.9980597658374581,1.0,0.17525043692820247,0.06320823406748545,1.042206982529686,0.9578493249729547,0.9157643627603924,0.9914227997898415,6.668838879648943e-06,0.9578493249729547,0.04208496221256232,5.5837504304138075e-05,1.3131722354585338e-06,4.0049490416463473e-07,3.3202193723535114e-07,4.0049490416463473e-07,9.512587768074105e-08,1.0126096969084693e-07,1.300216588014945e-07,2.4291243843452377e-07,8.394829240889508e-08,2.2594376383903976e-08,4.2211852339930674e-08,4.2211852339930674e-08,0.04208496221256232,0.04220698252968602,6.668838879648943e-06,0.04208496221256232,0.0,5.5837504304138075e-05,0.04207829337368267,0.04214400618816556,6.668838879648943e-06,0.04213733734928591,0.04221365136856593,6.668838879648943e-06,0.042206982529686285,0.9157643627603924,0.957842656134075,8.749999850072632
pccv3_n02_distractors_r38,distractors,38,2,2,1.0,0.07306022152186858,2,True,True,False,False,0,0.07306022152186858,-0.05070873130012498,0.030709338973148828,-0.01819143714067901,2.0005544675713254,0.004546574182812081,0.999506971591143,0.9990764414188767,2.0005544675713254,2.0,0.004546574182812081,0.001639830006644195,2.0005544675713254,0.999506971591143,0.9990764414188767,0.9414672542947695,1.993750240099214e-06,1.777010245874598e-05,0.999506971591143,0.0004305301722662805,1.777010245874598e-05,6.141183082087969e-06,8.394002040292468e-06,6.537255362082745e-06,2.9008894822373338e-06,4.44865810369308e-07,3.057515019674831e-07,8.229190037301196e-08,7.262234718698316e-08,1.3433783447202428e-08,4.688851144701045e-08,2.5097611618255842e-08,0.0004305301722662805,0.0005544675713253788,1.777010245874598e-05,0.0004305301722662805,1.993750240099214e-06,1.777010245874598e-05,0.0004127600698075345,0.0004732645561581362,1.9763852698845195e-05,0.000453500703459291,0.0005762251742649167,2.1757602938944406e-05,0.0005544675713259723,0.9990764414188767,0.9994892014886843,3.1874999460484235
pccv3_n02_distractors_r39,distractors,39,2,2,1.0,0.04220972380683882,2,True,True,False,False,0,-0.017348955298455607,0.023700897102636287,0.04220972380683882,0.03797013154591475,1.9999753254142323,0.0007885796397661802,0.9999311585584578,0.9998797172398165,1.9999753254142323,2.0,0.0007885796397661802,0.00028441998390916833,1.9999753254142323,0.9999311585584578,0.9998797172398165,0.9961056393324803,1.0676305077515916e-06,5.1441318641367575e-05,0.9999311585584578,1.2218384139048084e-05,1.2878082136546506e-06,8.314714754678611e-07,5.714614307095718e-07,6.083175264756114e-07,3.2560890821447443e-07,1.2751028055287756e-07,1.2751028055287756e-07,8.763644875962176e-08,7.265316783565107e-08,1.3439484693939068e-08,3.2239647795939397e-08,2.8451389320334794e-08,5.1441318641367575e-05,-2.467458576771442e-05,5.1441318641367575e-05,1.2218384139048084e-05,1.0676305077515916e-06,1.2878082136546506e-06,-3.922293450231949e-05,1.6332492393081494e-05,5.250894914911917e-05,-3.6176456756037676e-05,2.890199388909938e-05,5.357657965687076e-05,-2.4674585767771377e-05,0.9999189401743188,0.9998797172398165,-1.4374999375957467
pccv3_n02_grid_r00,grid,0,2,2,4.0,0.15007518948128382,2,True,True,False,False,1,0.0005949209683938986,0.045070173837105286,0.08211861560541941,0.15007518948128382,2.0000473897024516,0.0008965142274829708,0.9999213917253552,0.9998699509091672,2.000415127497571,2.0,0.0008965142274829708,0.0003233491575190205,2.0000473897024516,0.9999213917253552,0.9998699509091672,0.9996448373595266,4.737535385397688e-07,2.1443722530042345e-05,0.9999213917253552,5.144081618800421e-05,2.2601517263862428e-06,1.2877956349808256e-06,5.368330893312741e-07,3.9275547829046887e-07,3.466054930644701e-07,8.763559277012547e-08,1.2750903509550948e-07,8.232602061565807e-08,8.232602061565807e-08,8.151379898186934e-09,1.4306117250965544e-08,2.3586799812796938e-08,5.144081618800421e-05,4.7389702451550164e-05,2.1443722530042345e-05,5.144081618800421e-05,4.737535385397688e-07,2.2601517263862428e-06,2.9997093657961863e-05,5.6690798576116395e-05,2.1917476068582116e-05,3.477332250753428e-05,6.978093205819386e-05,2.2391229607121882e-05,4.738970245107198e-05,0.9998699509091672,0.9998999480028252,0.8749999728061226
pccv3_n02_grid_r01,grid,1,2,2,1.0,0.04479741472403026,2,True,True,False,False,0,-0.022041523181375585,0.02890873019244209,0.0439999672249163,0.04479741472403026,1.9999820216529927,0.00047438665509450277,0.9999601668379546,0.9999289651958806,1.9999820216529927,2.0,0.00047438665509450277,0.00017109881869218556,1.9999820216529927,0.9999601668379546,0.9999289651958806,0.9996379046205051,5.043275728057178e-07,3.120164207404517e-05,0.9999601668379546,6.1439676099218985e-06,6.475694218189791e-07,4.181022429571859e-07,2.6994709706150355e-07,1.8553174565111737e-07,2.1023501057935152e-07,3.224058307703964e-08,8.763899111724105e-08,4.4067652195263596e-08,6.023333899893702e-08,3.192250018094793e-09,9.237081705141323e-09,1.522937308646151e-08,3.120164207404517e-05,-1.7978347007341355e-05,3.120164207404517e-05,6.1439676099218985e-06,5.043275728057178e-07,6.475694218189791e-07,-2.505767446412327e-05,8.127192398188215e-06,3.170596964685089e-05,-2.357877724866268e-05,1.4231950213417812e-05,3.2210297219656606e-05,-1.7978347006238796e-05,0.9999540228703447,0.9999289651958806,-1.6249998692883334
