sample_id,baseline_best_numeral,baseline_entropy,baseline_entropy_norm,baseline_expected_numeral,baseline_top1_prob,baseline_conditional_margin,baseline_vocab_numeral_mass,baseline_numprob_0,baseline_numprob_1,baseline_numprob_2,baseline_numprob_3,baseline_numprob_4,baseline_numprob_5,baseline_numprob_6,baseline_numprob_7,baseline_numprob_8,baseline_numprob_9,baseline_numprob_10,baseline_numprob_11,baseline_numprob_12,baseline_numprob_13,baseline_numprob_14,baseline_numprob_15,geom_top2_prob,geom_expected_minus_pred,geom_p_down1,geom_p_up1,geom_p_down2,geom_p_up2,geom_local_asymmetry,geom_up_mass,geom_down_mass,geom_signed_tail_mass,geom_up_distance_mass,geom_down_distance_mass,geom_signed_distance_mass,geom_up_boundary_gap,geom_down_boundary_gap,geom_up_down_logratio
pccv2_n02_distractors_r18,2.0,0.001099435891324,0.0003965376770471,2.000033283622685,0.9999048332298832,0.9998594376206852,0.9955367748341252,1.6535349441581045e-06,4.539560919780582e-05,0.9999048332298832,3.535413599125464e-05,5.421732352769948e-06,2.561045021362372e-06,1.3708286166358707e-06,1.3708286166358707e-06,8.850734763161357e-07,3.256003358628458e-07,2.237816200092736e-07,2.237816200092736e-07,1.2750692357174593e-07,5.315279368311124e-08,8.76341415424809e-08,1.1252446511015654e-07,4.539560919780582e-05,3.328362268506524e-05,4.539560919780582e-05,3.535413599125464e-05,1.6535349441581045e-06,5.421732352769948e-06,-1.0041473206551181e-05,4.811762597476372e-05,4.7049144141963925e-05,1.0684818327997983e-06,8.198630177087237e-05,4.8702679086122034e-05,3.328362268475033e-05,0.999869479093892,0.9998594376206854,-0.24999999374332862
pccv2_n02_distractors_r19,2.0,0.0010176930023403,0.0003670551619059,1.999969596358032,0.9999089308019774,0.999842880309662,0.9966636174885076,1.1364614963831311e-06,6.605049231547447e-05,0.9999089308019774,1.892378288336056e-05,1.7601859988292793e-06,9.421596721924856e-07,6.892987411392672e-07,6.892987411392672e-07,4.1808082020228746e-07,1.1978216046319804e-07,1.637228015968669e-07,6.824981774109368e-08,6.41147703206223e-08,6.757647074755625e-09,1.9553900167657042e-08,1.7256256331405738e-08,6.605049231547447e-05,-3.0403641968046458e-05,6.605049231547447e-05,1.892378288336056e-05,1.1364614963831311e-06,1.7601859988292793e-06,-4.712670943211391e-05,2.388224421055875e-05,6.71869538118576e-05,-4.330470960129885e-05,3.791977334009956e-05,6.832341530824074e-05,-3.0403641968141176e-05,0.999890007019094,0.999842880309662,-1.2499999622963767
pccv2_n02_grid_r00,2.0,0.0004733802588738,0.000170735837983,1.9999827734434057,0.9999603106345444,0.9999291089879836,0.9994551845963148,5.043276453291917e-07,3.120164656091362e-05,0.9999603106345444,5.771724260250728e-06,6.89334160418781e-07,4.450675848907941e-07,3.058901794328337e-07,2.102350408116333e-07,2.699471358805218e-07,3.65333720933028e-08,1.0571281731609877e-07,5.3155742742807753e-08,6.825332472468013e-08,3.398132944401667e-09,9.832823705677109e-09,1.4306674073214521e-08,3.120164656091362e-05,-1.7226556594307496e-05,3.120164656091362e-05,5.771724260250728e-06,5.043276453291917e-07,6.89334160418781e-07,-2.5429922300662895e-05,7.983391249285475e-06,3.170597420624281e-05,-2.372258295695734e-05,1.4983745257755619e-05,3.221030185157201e-05,-1.722655659381639e-05,0.9999545389102841,0.9999291089879835,-1.6874998587911552
pccv2_n02_grid_r01,2.0,0.0006973284499926,0.0002515080741687,2.0000292456586406,0.9999412989562776,0.999910097902936,0.9995918535075092,5.714672259547709e-07,2.1444149448737928e-05,0.9999412989562776,3.120105334170332e-05,2.123258326382809e-06,1.2097961268398492e-06,6.893210544993392e-07,4.180943539392924e-07,4.737629704022833e-07,9.930611340684713e-08,1.8552824492064798e-07,1.1252856878704763e-07,1.1252856878704763e-07,7.193710727207826e-09,2.0815692183793458e-08,3.2239974741301015e-08,3.120105334170332e-05,2.9245658640597583e-05,2.1444149448737928e-05,3.120105334170332e-05,5.714672259547709e-07,2.123258326382809e-06,9.756903892965395e-06,3.668542704732078e-05,2.20156166746927e-05,1.4669810372628083e-05,5.1832742541104756e-05,2.258708390064747e-05,2.9245658640457287e-05,0.9999100979029358,0.9999198548068289,0.374999985417435
pccv2_n02_grid_r02,2.0,0.0006734551585785,0.0002428976043855,2.00001832163855,0.999943229779268,0.9999156948931688,0.9994243918670268,4.737638852084186e-07,2.4299451695774905e-05,0.999943229779268,2.75348860994394e-05,1.994620459009178e-06,9.421919902488658e-07,4.450599824540525e-07,3.058849543595685e-07,3.4661306284896185e-07,6.825215885324568e-08,1.44489821426172e-07,7.733982822302662e-08,8.763750671137669e-08,6.348439693259711e-09,1.5229115135400778e-08,2.8451732786982377e-08,2.75348860994394e-05,1.832163854986746e-05,2.4299451695774905e-05,2.75348860994394e-05,4.737638852084186e-07,1.994620459009178e-06,3.235434403664494e-06,3.199700515118949e-05,2.4773215580983324e-05,7.223789570206168e-06,4.356861801589672e-05,2.524697946619174e-05,1.8321638549704977e-05,0.9999156948931686,0.9999189303275722,0.12499999516437255
pccv2_n02_grid_r03,2.0,0.0005344233446138,0.0001927524772524,1.999989432907869,0.9999552796151882,0.9999240781256096,0.999474578460664,5.04325107946339e-07,3.12014895785953e-05,0.9999552796151882,1.01296405769468e-05,1.0029702390240186e-06,6.475662568768883e-07,3.256167627861414e-07,3.256167627861414e-07,2.237929100575382e-07,5.3155475304622665e-08,9.930750185324965e-08,6.825298132725309e-08,8.763856278890676e-08,6.348516195259397e-09,1.6211504030556158e-08,2.845207564515824e-08,3.12014895785953e-05,-1.0567092131097411e-05,3.12014895785953e-05,1.01296405769468e-05,5.04325107946339e-07,1.0029702390240186e-06,-2.1071849001648497e-05,1.3014570125622533e-05,3.170581468654163e-05,-1.8691244560919097e-05,2.1643047662740287e-05,3.2210139794487975e-05,-1.0567092131747688e-05,0.9999451499746113,0.9999240781256096,-1.1249999333295704
pccv2_n02_grid_r04,2.0,0.0003461932749519,0.0001248628302405,1.9999961249937608,0.9999723206834208,0.9999533957008518,0.9996713536537736,3.466231467088142e-07,1.89249825689684e-05,0.9999723206834208,6.144042285729352e-06,6.893424396843386e-07,4.737776682106583e-07,3.058938533346543e-07,1.8553400066510745e-07,2.6995037808749893e-07,4.13982312813843e-08,1.275155295083254e-07,6.411883491847136e-08,7.265615860031303e-08,4.363341475290621e-09,1.1860791843644178e-08,1.7257350303075866e-08,1.89249825689684e-05,-3.875006239217882e-06,1.89249825689684e-05,6.144042285729352e-06,3.466231467088142e-07,6.893424396843386e-07,-1.2780940283239047e-05,8.407710863642113e-06,1.9271605715677213e-05,-1.08638948520351e-05,1.5743222622516726e-05,1.9618228862386027e-05,-3.875006239869301e-06,0.9999661766411351,0.9999533957008518,-1.1249998900809222
pccv2_n02_grid_r05,2.0,0.0009770302037414,0.0003523891574341,1.9999481975662448,0.9999108332450408,0.999835988089448,0.9996339334468484,6.893000526103106e-07,7.484515559292676e-05,0.9999108332450408,1.0129190331057088e-05,1.287782036747031e-06,6.083051613799979e-07,4.450455632345155e-07,2.699337790708112e-07,4.180816156496846e-07,6.023036735354099e-08,1.742823466901814e-07,7.73373225383862e-08,1.1252514032291065e-07,5.602296854360237e-09,1.7256289163440885e-08,2.6727063498329106e-08,7.484515559292676e-05,-5.1802433755243626e-05,7.484515559292676e-05,1.0129190331057088e-05,6.893000526103106e-07,1.287782036747031e-06,-6.471596526186967e-05,1.3632299313560278e-05,7.553445564553707e-05,-6.19021563319768e-05,2.442132194278972e-05,7.622375569814737e-05,-5.180243375535766e-05,0.9999007040547098,0.9998359880894478,-1.9999999146363492
pccv2_n02_grid_r06,2.0,0.0002444012288439,8.814911021009456e-05,1.9999964994837407,0.9999810160437652,0.9999680089930412,0.999446530440434,3.2562514337348345e-07,1.3007050724098224e-05,0.9999810160437652,4.222771110633698e-06,4.4507680056303444e-07,3.0589651326556125e-07,1.855356139947552e-07,1.4449528146674928e-07,1.5381442646113105e-07,2.358820627021844e-08,7.265679038928078e-08,3.2241255294368205e-08,4.4068571007413e-08,2.335548700003306e-09,7.657969366184112e-09,1.1142279681207072e-08,1.3007050724098224e-05,-3.5005162593026995e-06,1.3007050724098224e-05,4.222771110633698e-06,3.2562514337348345e-07,4.4507680056303444e-07,-8.784279613464526e-06,5.651280367093604e-06,1.3332675867471707e-05,-7.681395500378104e-06,1.0157784752315159e-05,1.365830101084519e-05,-3.500516258530031e-06,0.9999767932726545,0.9999680089930412,-1.1249998400700845
pccv2_n02_grid_r07,2.0,0.0007172356476135,0.0002586880779902,2.0000440709051537,0.9999388873097548,0.99989882446086,0.9990558226487956,4.7376182778639046e-07,1.4738298463170376e-05,0.9999388873097548,4.006284889484191e-05,2.726311081968928e-06,1.3708753033860992e-06,5.714658476969173e-07,3.9276235031728587e-07,3.4661155760685055e-07,9.3289235157219e-08,1.2751126611597138e-07,8.232746107073172e-08,7.733949235811327e-08,6.3484121237887605e-09,1.6211238274745852e-08,2.6727813367961538e-08,4.006284889484191e-05,4.4070905153681394e-05,1.4738298463170376e-05,4.006284889484191e-05,4.7376182778639046e-07,2.726311081968928e-06,2.5324550431671532e-05,4.590062995428653e-05,1.5212060290956766e-05,3.068856966332976e-05,5.975672727164142e-05,1.5685822118743155e-05,4.407090515289826e-05,0.99989882446086,0.9999241490112916,0.9999999571103457
pccv2_n02_grid_r08,2.0,0.0004184622816258,0.0001509283646251,1.9999835358058928,0.9999651550415296,0.9999376195516864,0.9996681456220922,3.689757749638036e-07,2.7535489843313145e-05,0.9999651550415296,5.422059432614862e-06,4.737742731955802e-07,3.256199785343073e-07,1.9749850039602697e-07,1.444929895832579e-07,1.5381198676385397e-07,2.6728515489902573e-08,7.265563795788828e-08,4.1397934628272855e-08,5.6584267736155886e-08,3.192265942322057e-09,9.23712778342075e-09,1.3439941620608448e-08,2.7535489843313145e-05,-1.6464194107168595e-05,2.7535489843313145e-05,5.422059432614862e-06,3.689757749638036e-07,4.737742731955802e-07,-2.2113430410698283e-05,6.940492852246459e-06,2.790446561827695e-05,-2.096397276603049e-05,1.1809247285635404e-05,2.8273441393240753e-05,-1.646419410760535e-05,0.999959732982097,0.9999376195516863,-1.624999851885018
pccv2_n02_grid_r09,2.0,0.0009015460061913,0.0003251639880663,2.00006262161902,0.9999203990980028,0.9998621090745796,0.9994740950566308,5.043075160390274e-07,1.4738025961734227e-05,0.9999203990980028,5.829002342305421e-05,2.9020893813279907e-06,1.3708499568042068e-06,6.475436684207721e-07,3.927550883999897e-07,3.689592605294117e-07,8.763550577380042e-08,1.197835342855857e-07,6.82506005214944e-08,6.82506005214944e-08,5.963671010820831e-09,1.4306103049205878e-08,2.215772585799222e-08,5.829002342305421e-05,6.262161902004237e-05,1.4738025961734227e-05,5.829002342305421e-05,5.043075160390274e-07,2.9020893813279907e-06,4.3551997461319985e-05,6.435856851955698e-05,1.5242333477773255e-05,4.911623504178372e-05,7.83682600134554e-05,1.5746640993812284e-05,6.262161901964312e-05,0.9998621090745797,0.999905661072041,1.374999949303905
pccv2_n02_grid_r10,2.0,0.0004973533719962,0.0001793823108371,1.9999849953524524,0.9999582732793424,0.9999270716963528,0.9994464916430684,3.927699648616096e-07,3.120158298955358e-05,0.9999582732793424,7.888995631546981e-06,7.337908990534981e-07,4.737710126800891e-07,2.8735664487357684e-07,2.382270259028199e-07,2.382270259028199e-07,4.1397649727604354e-08,8.763882516106409e-08,5.65838783231127e-08,5.65838783231127e-08,4.098922397781932e-09,1.0466965024393956e-08,1.52293442476022e-08,3.120158298955358e-05,-1.500464754755626e-05,3.120158298955358e-05,7.888995631546981e-06,3.927699648616096e-07,7.337908990534981e-07,-2.33125873580066e-05,1.0132367703164457e-05,3.159435295441519e-05,-2.1461985251250732e-05,1.6982475371527614e-05,3.19871229192768e-05,-1.5004647547749184e-05,0.9999503842837109,0.9999270716963529,-1.3749999052908153
pccv2_n02_grid_r11,2.0,0.0003669550539825,0.0001323510591524,1.9999849105851448,0.9999697609848466,0.9999454608884204,0.9996841648967608,3.466222594334806e-07,2.4300096426124773e-05,0.9999697609848466,4.222723582193769e-06,4.181062544513112e-07,2.873599460798364e-07,1.974994100946234e-07,1.3573922712557618e-07,1.5381269523783325e-07,2.0816284675398953e-08,6.411867078903804e-08,3.2240892410251285e-08,4.139812531145754e-08,2.4861506670679243e-09,6.7580581811020725e-09,9.237170330590289e-09,2.4300096426124773e-05,-1.50894148551739e-05,2.4300096426124773e-05,4.222723582193769e-06,3.466222594334806e-07,4.181062544513112e-07,-2.0077372843931003e-05,5.592296467547855e-06,2.4646718685558254e-05,-1.90544222180104e-05,9.903926090424855e-06,2.4993340944991734e-05,-1.508941485456688e-05,0.9999655382612643,0.9999454608884204,-1.7499998043381422
pccv2_n02_grid_r12,2.0,0.0006554256757259,0.0002363948430102,2.0000362095859514,0.9999446119704364,0.9999092564279682,0.9991204404598332,4.737645400778538e-07,1.4738382840084602e-05,0.9999446119704364,3.535554246810758e-05,2.2602042117890367e-06,1.0029595392153124e-06,5.368455557071364e-07,2.8735271904187297e-07,3.689681948040965e-07,7.265414533594203e-08,1.1978643481990613e-07,6.411705821889988e-08,6.825225319613271e-08,4.944176638568066e-09,1.34396655133113e-08,2.0815761150524805e-08,3.535554246810758e-05,3.6209585951407774e-05,1.4738382840084602e-05,3.535554246810758e-05,4.737645400778538e-07,2.2602042117890367e-06,2.0617159628022978e-05,4.0175882183538325e-05,1.5212147380162456e-05,2.496373480337587e-05,5.189549787217716e-05,1.568591192024031e-05,3.620958595193685e-05,0.9999092564279682,0.9999298735875963,0.8749999604340614
pccv2_n02_grid_r13,2.0,0.0005126841159346,0.0001849117079003,2.000016795418327,0.9999579009149032,0.9999364564094188,0.9994706470701544,3.4661814834492454e-07,1.6700997663922832e-05,0.9999579009149032,2.144450548451951e-05,1.6536227017813004e-06,7.811160551747159e-07,3.2561761636344125e-07,2.699464853577876e-07,2.382269371918454e-07,6.411791031412182e-08,1.0571256256773577e-07,6.411791031412182e-08,6.411791031412182e-08,6.348532837367333e-09,1.1860620809037235e-08,2.2158556879120316e-08,2.144450548451951e-05,1.679541832722009e-05,1.6700997663922832e-05,2.144450548451951e-05,3.4661814834492454e-07,1.6536227017813004e-06,4.743507820596678e-06,2.5051469284424225e-05,1.7047615812267758e-05,8.003853472156468e-06,3.4189652288057126e-05,1.739423396061268e-05,1.6795418327444446e-05,0.9999364564094188,0.9999411999172393,0.24999998675532986
pccv2_n02_grid_r14,2.0,0.0052509052436726,0.001893863738806,2.0005828556695104,0.9994022988552224,0.9988495450642358,0.9988100426130906,6.889494885699968e-07,2.428630662466672e-05,0.9994022988552224,0.0005527537909866,1.2999523177369322e-05,3.7244257472115306e-06,1.2091440083251888e-06,6.889494885699968e-07,5.365544011949574e-07,2.101177225261459e-07,2.380945722424269e-07,1.537254097188022e-07,1.197214694669757e-07,1.5220876768384275e-08,2.671347065537164e-08,4.9907333560882376e-08,0.0005527537909866,0.0005828556695104403,2.428630662466672e-05,0.0005527537909866,6.889494885699968e-07,1.2999523177369322e-05,0.0005284674843619333,0.00057272588866421,2.4975256113236715e-05,0.0005477506325509732,0.0006085198751126635,2.5664205601806712e-05,0.0005828556695108568,0.9988495450642357,0.9993780125485977,3.1249999606335903
pccv2_n02_grid_r15,2.0,0.0005054844632447,0.0001823149820924,2.000001940087574,0.9999585524449094,0.99993425262086,0.9995378883627546,5.043267585903589e-07,2.4299824049287092e-05,0.9999585524449094,1.3006758533381525e-05,1.2878434941553871e-06,7.811165641166901e-07,5.043267585903589e-07,2.87356725097005e-07,3.689733386807066e-07,6.023324175477991e-08,1.357377056410197e-07,6.825320471762903e-08,9.930782688432877e-08,5.602564215323262e-09,1.4306648918370074e-08,2.3587676384155725e-08,2.4299824049287092e-05,1.940087574148208e-06,2.4299824049287092e-05,1.3006758533381525e-05,5.043267585903589e-07,1.2878434941553871e-06,-1.1293065515905567e-05,1.6643404282537274e-05,2.4804150807877452e-05,-8.160746525340178e-06,2.7248565141069664e-05,2.530847756646781e-05,1.9400875746018553e-06,0.9999455456863761,0.9999342526208601,-0.624999964269457
pccv2_n02_grid_r16,2.0,0.0005320000669094,0.0001918784645707,1.999979681100079,0.9999548582258144,0.9999195023210642,0.9996383237464852,5.714749750878011e-07,3.535590475009082e-05,0.9999548582258144,6.961990432700306e-06,7.337883930137306e-07,4.737693946592061e-07,3.058885115283508e-07,2.102338944787642e-07,2.382262123108261e-07,3.8889360108646296e-08,9.32907251628212e-08,5.6583685078075925e-08,6.825295256488575e-08,4.363265278516012e-09,1.1860584719336369e-08,1.7257048938986244e-08,3.535590475009082e-05,-2.031889992104574e-05,3.535590475009082e-05,6.961990432700306e-06,5.714749750878011e-07,7.337883930137306e-07,-2.8393914317390514e-05,9.214394460542457e-06,3.5927379725178625e-05,-2.6712985264636168e-05,1.6179954779394736e-05,3.649885470026642e-05,-2.0318899920871686e-05,0.9999478962353817,0.9999195023210643,-1.6249998846467453
pccv2_n02_grid_r17,2.0,0.0005175358068694,0.0001866615855132,2.000018601172309,0.9999575925781647,0.9999361480792928,0.9995641212675616,3.927696974914755e-07,1.6700992514174884e-05,0.9999575925781647,2.1444498872112257e-05,1.4593164623856068e-06,8.851201766602486e-07,4.7377069017014563e-07,2.699464021198645e-07,3.927696974914755e-07,6.411789054338213e-08,1.3573757534550965e-07,6.411789054338213e-08,7.734093910249098e-08,5.6025588373852845e-09,1.6211541528841714e-08,2.5108926707435564e-08,2.1444498872112257e-05,1.8601172309118397e-05,1.6700992514174884e-05,2.1444498872112257e-05,3.927696974914755e-07,1.4593164623856068e-06,4.743506357937373e-06,2.5313659623548026e-05,1.709376221166636e-05,8.219897411881667e-06,3.6087704218330075e-05,1.7486531909157834e-05,1.860117230917224e-05,0.9999361480792927,0.9999408915856506,0.24999998675532573
pccv2_n02_grid_r18,2.0,0.000575923836931,0.0002077206158675,1.999975299167904,0.999950428680255,0.9999103653689516,0.9995388558613092,3.689703411038973e-07,4.006331130328332e-05,0.999950428680255,6.961959592854336e-06,7.337851425178796e-07,4.4506318657869837e-07,2.535893596325565e-07,1.85529938841749e-07,2.2379182440414218e-07,3.6533011057860464e-08,1.1252959620213058e-07,6.023275241381753e-08,8.763813764092826e-08,4.944205399001849e-09,1.2625470785388928e-08,2.0815882236473783e-08,4.006331130328332e-05,-2.470083209593632e-05,4.006331130328332e-05,6.961959592854336e-06,3.689703411038973e-07,7.337851425178796e-07,-3.310135171042898e-05,9.139038100564965e-06,4.043228164438722e-05,-3.129324354382225e-05,1.610041988983357e-05,4.080125198549112e-05,-2.4700832095657548e-05,0.9999434667206621,0.9999103653689517,-1.7499998813227833
pccv2_n02_grid_r19,2.0,0.0005728469677412,0.0002066108698871,1.9999852847831048,0.9999514284502198,0.999916072666738,0.999691167100575,3.256155087261894e-07,3.535578348179732e-05,0.9999514284502198,1.0129601564285206e-05,8.851147204348484e-07,6.0832985785494e-07,4.45063631561563e-07,2.102331733911326e-07,2.5358961317615015e-07,4.4067267099692584e-08,1.3573673860624432e-07,5.315527058496315e-08,8.76382252632496e-08,4.944210342314953e-09,1.4306546993654625e-08,1.836996996489013e-08,3.535578348179732e-05,-1.4715216895222483e-05,3.535578348179732e-05,1.0129601564285206e-05,3.256155087261894e-07,8.851147204348484e-07,-2.5226181917512113e-05,1.289015078955885e-05,3.568139899052351e-05,-2.2791248200964656e-05,2.12917976046564e-05,3.60070144992497e-05,-1.4715216894593296e-05,0.9999412988486555,0.999916072666738,-1.2499999295633542
pccv2_n02_random_sparse_r00,2.0,0.0004847027745664,0.000174819572293,1.9999751520453173,0.9999585934359596,0.999923237399142,0.9990833431540672,3.466183883953967e-07,3.535603681778671e-05,0.9999585934359596,3.966837392078458e-06,5.368530620105243e-07,3.689733538059383e-07,2.382271021759613e-07,1.974972044436093e-07,1.538109774750963e-07,3.888950537513631e-08,6.825320751551556e-08,4.406758285636973e-08,6.023324422390608e-08,4.0989237101338224e-09,1.1860629023112694e-08,1.4306649504838946e-08,3.535603681778671e-05,-2.4847954682716278e-05,3.535603681778671e-05,3.966837392078458e-06,3.466183883953967e-07,5.368530620105243e-07,-3.1389199425708254e-05,5.7039088341986015e-06,3.570265520618211e-05,-2.9998746371983505e-05,1.1201318911637988e-05,3.604927359457751e-05,-2.4847954682939522e-05,0.9999546265985675,0.9999232373991418,-2.187499776193754
pccv2_n02_random_sparse_r01,2.0,0.0004274913742659,0.000154184921419,1.9999771910983235,0.9999637680961728,0.9999325663417292,0.9994850490983432,2.1023576772007047e-07,3.120175444369115e-05,0.9999637680961728,3.5007398273614653e-06,4.4506912375596753e-07,2.53592742534192e-07,2.2379480980435723e-07,1.0571318282861525e-07,1.2751443889044628e-07,2.2158686892863653e-08,5.658418925413378e-08,2.510908177464061e-08,4.13978772095989e-08,1.936204482467652e-09,8.151725351239644e-09,8.151725351239644e-09,3.120175444369115e-05,-2.2808901676496518e-05,3.120175444369115e-05,3.5007398273614653e-06,2.1023576772007047e-07,4.4506912375596753e-07,-2.7701014616329683e-05,4.819913615491228e-06,3.141199021141122e-05,-2.6592076595919994e-05,8.813324302618165e-06,3.162222597913129e-05,-2.2808901676513127e-05,0.9999602673563455,0.9999325663417291,-2.187499746395616
pccv2_n02_random_sparse_r02,2.0,0.0004234452743866,0.0001527255993613,2.000013725640968,0.9999662010746396,0.9999514623735936,0.9995136127491104,4.450702066387968e-07,1.4738701046192336e-05,0.9999662010746396,1.4738701046192336e-05,1.5534476613178108e-06,8.851277965373085e-07,4.181047659855786e-07,3.4662102545204695e-07,2.102362792376995e-07,9.329178339318395e-08,1.275147491415713e-07,7.73416049199282e-08,9.329178339318395e-08,9.832881627635e-09,2.5109142866709373e-08,3.6533587299483995e-08,1.4738701046192336e-05,1.3725640967798824e-05,1.4738701046192336e-05,1.4738701046192336e-05,4.450702066387968e-07,1.5534476613178108e-06,0.0,1.8615154107364477e-05,1.5183771252831133e-05,3.431382854533344e-06,2.9354482427362466e-05,1.562884145946993e-05,1.3725640967892537e-05,0.9999514623735934,0.9999514623735934,0.0
pccv2_n02_random_sparse_r03,2.0,0.0015960835742053,0.0005756654643375,1.9998491047802207,0.9998382751738502,0.9996798394758648,0.9994032188009054,6.474904853602417e-07,0.0001584356979854,0.9998382751738502,1.2876885894339369e-06,2.381984379181517e-07,2.1020938366325786e-07,1.2749843615106188e-07,2.381984379181517e-07,1.0569991609169489e-07,4.139268188077325e-08,1.125169749876919e-07,9.92958819148265e-08,9.327984855437237e-08,1.262405472437432e-08,2.510593064842057e-08,4.9929104989248426e-08,0.0001584356979854,-0.0001508952197792901,0.0001584356979854,1.2876885894339369e-06,6.474904853602417e-07,2.381984379181517e-07,-0.00015714800939596607,2.641637678875962e-06,0.00015908318847076026,-0.0001564415507918843,8.835459177458693e-06,0.00015973067895612048,-0.00015089521977866178,0.9998369874852607,0.9996798394758648,-4.812499229726131
pccv2_n02_random_sparse_r04,2.0,0.0004303988845421,0.0001552335840832,1.999998308913475,0.9999650858158204,0.9999436411562528,0.9992286152214288,4.737742403970773e-07,2.1444659567653396e-05,0.9999650858158204,1.0129739914677052e-05,1.1365253202065774e-06,7.337958982393648e-07,2.5359307671043906e-07,2.6994842497819405e-07,1.7429180279870139e-07,6.023363529720084e-08,8.232961805903932e-08,5.31559965811899e-08,5.658426381893333e-08,7.657847370670557e-09,1.430674239288824e-08,2.358783049758209e-08,2.1444659567653396e-05,-1.6910865250352458e-06,2.1444659567653396e-05,1.0129739914677052e-05,4.737742403970773e-07,1.1365253202065774e-06,-1.1314919652976345e-05,1.2995750371627832e-05,2.1918433808050472e-05,-8.92268343642264e-06,2.0701121523566594e-05,2.239220804844755e-05,-1.691086524880957e-06,0.9999549560759058,0.9999436411562528,-0.749999947912443
pccv2_n02_random_sparse_r05,2.0,0.0017870160691252,0.0006445298052289,1.9998265944317537,0.9998165602936516,0.999637033026697,0.9992933531293952,7.810056470981287e-07,0.0001795272669544,0.9998165602936516,1.9943677871173963e-06,2.8731592100620026e-07,2.102048182533349e-07,9.327782266599965e-08,1.274956670899694e-07,1.1251453129985475e-07,2.358432698041817e-08,1.1977109511643542e-07,6.02246887527049e-08,6.02246887527049e-08,5.262374656133641e-09,1.0465481657633196e-08,2.6724543634483055e-08,0.0001795272669544,-0.00017340556824629871,0.0001795272669544,1.9943677871173963e-06,7.810056470981287e-07,2.8731592100620026e-07,-0.00017753289916728262,3.1314337469832685e-06,0.00018030827260149813,-0.00017717683885451488,7.683710002255926e-06,0.00018108927824859626,-0.00017340556824634032,0.9998145659258645,0.9996370330266973,-4.499999504157847
pccv2_n02_random_sparse_r06,2.0,0.0006499944227845,0.0002344359325891,1.999998993007604,0.9999454292421062,0.9999100736707414,0.999247900056842,5.043201399336998e-07,3.5355571364791345e-05,0.9999454292421062,1.3006587835976489e-05,2.1232670965614034e-06,1.2878265928235158e-06,6.083262081802506e-07,5.368459944801029e-07,3.927649198990459e-07,1.5380895259372865e-07,2.2379070551529306e-07,1.1978653272338846e-07,1.5380895259372865e-07,1.522914863317525e-08,3.888899340494976e-08,4.9934455961357446e-08,3.5355571364791345e-05,-1.0069923959132865e-06,3.5355571364791345e-05,1.3006587835976489e-05,5.043201399336998e-07,2.1232670965614034e-06,-2.234898352881486e-05,1.8710866389346427e-05,3.585989150472505e-05,-1.714902511537862e-05,3.535721924813383e-05,3.636421164465875e-05,-1.0069923965249188e-06,0.9999324226542702,0.9999100736707414,-0.9999999513999727
pccv2_n02_random_sparse_r07,2.0,0.000366100392415,0.0001320428051511,2.000002089780601,0.999970947517389,0.9999542463018246,0.9996011391496048,4.737770176172498e-07,1.6701215564373878e-05,0.999970947517389,8.939516500990356e-06,1.2098319976599026e-06,6.893414930765147e-07,2.873602870520745e-07,2.873602870520745e-07,1.6373295607201985e-07,4.993573027209086e-08,8.763993596274642e-08,4.993573027209086e-08,6.411874687022815e-08,6.7580662000005125e-09,1.8370328546984665e-08,2.3587968767232692e-08,1.6701215564373878e-05,2.089780601011171e-06,1.6701215564373878e-05,8.939516500990356e-06,4.737770176172498e-07,1.2098319976599026e-06,-7.761699063383522e-06,1.1877490028794316e-05,1.717499258199113e-05,-5.297502553196813e-06,1.9738550200936047e-05,1.7648769599608377e-05,2.0897806013276697e-06,0.9999620080008881,0.9999542463018246,-0.6249999480130127
pccv2_n02_random_sparse_r08,2.0,0.002394957174287,0.0008637982096213,2.000239114799948,0.9997518012602228,0.999521298617299,0.9992043239177102,4.180151213714529e-07,1.0780752070696484e-05,0.9997518012602228,0.0002305026429238,3.499997759730252e-06,1.553114591170105e-06,4.7367318814060366e-07,3.255505038597759e-07,2.2374737100782298e-07,1.056907743278302e-07,1.274874090789552e-07,6.823909270178646e-08,6.410469507859793e-08,9.235156938605738e-09,1.6208205192859216e-08,3.0280913828791187e-08,0.0002305026429238,0.00023911479994787044,1.0780752070696484e-05,0.0002305026429238,4.180151213714529e-07,3.499997759730252e-06,0.0002197218908531035,0.000236999972584856,1.1198767192067938e-05,0.00022580120539278807,0.0002507315822611208,1.161678231343939e-05,0.0002391147999476814,0.999521298617299,0.9997410205081521,3.0624999115801734
