sample_id,ground_truth,condition,replicate,layer,head,head_name,alpha,baseline_best_numeral,modulated_best_numeral,baseline_correct,modulated_correct,baseline_gt_logp,modulated_gt_logp,delta_gt_logp,baseline_margin,modulated_margin,delta_margin,baseline_entropy,modulated_entropy,delta_entropy,baseline_entropy_norm,modulated_entropy_norm,delta_entropy_norm,baseline_expected_numeral,modulated_expected_numeral,response_expected_numeral_shift,baseline_top1_prob,modulated_top1_prob,baseline_conditional_margin,modulated_conditional_margin,baseline_vocab_numeral_mass,modulated_vocab_numeral_mass,delta_vocab_numeral_mass,response_l1,response_l2,response_tv,response_js,numeral_changed,hook_calls,baseline_numprob_1,modulated_numprob_1,delta_numprob_1,baseline_numprob_2,modulated_numprob_2,delta_numprob_2,baseline_numprob_3,modulated_numprob_3,delta_numprob_3,baseline_numprob_4,modulated_numprob_4,delta_numprob_4,baseline_numprob_5,modulated_numprob_5,delta_numprob_5,baseline_numprob_6,modulated_numprob_6,delta_numprob_6,baseline_numprob_7,modulated_numprob_7,delta_numprob_7,baseline_numprob_8,modulated_numprob_8,delta_numprob_8,baseline_numprob_9,modulated_numprob_9,delta_numprob_9,baseline_numprob_10,modulated_numprob_10,delta_numprob_10
pccv1_n02_distractors_r04,2,distractors,4,18,13,L18H13,1.5,2,2,True,True,-0.006001191213726997,-0.007573108654469252,-0.0015719174407422543,10.125,10.5,0.375,0.0005961500145975492,0.0005193227115138129,-7.682730308373629e-05,0.00025890466172625865,0.0002255389879374833,-3.336567378877536e-05,1.9999851121232026,2.000004960211221,1.9848088018248333e-05,0.9999491012235049,0.9999574334523533,0.9999090379653865,0.9999298981751351,0.9940673633561232,0.9924977296873578,-0.0015696336687653911,2.5055961800490823e-05,1.5321524181515886e-05,1.2527980900245412e-05,7.709110151112092e-07,False,1,4.0063258118333855e-05,2.753527721816389e-05,-1.2527980900169965e-05,0.9999491012235049,0.9999574334523533,8.332228848439982e-06,6.143899620436899e-06,8.939395688273065e-06,2.7954960678361655e-06,1.136507152678373e-06,1.7602713802909982e-06,6.237642276126253e-07,7.811091813051004e-07,1.0029723993552057e-06,2.218632180501053e-07,8.31486395309145e-07,1.1365166227980746e-06,3.0503022748892965e-07,1.067649665207013e-06,1.2098156474365893e-06,1.4216598222957636e-07,5.368479658761892e-07,6.083335110544758e-07,7.148554517828662e-08,1.7428901671801594e-07,2.1023443590310954e-07,3.594541918509359e-08,1.6372937900982044e-07,1.6373074330991678e-07,1.3643000963332568e-12
pccv1_n02_distractors_r05,2,distractors,5,18,13,L18H13,1.0,2,2,True,True,-0.004788360092788935,-0.004788360092788935,0.0,10.125,10.125,0.0,0.0007359035761638189,0.0007359035761638189,0.0,0.00031959886234081593,0.00031959886234081593,0.0,1.9999957793581231,1.9999957793581231,0.0,0.9999368725988856,0.9999368725988856,0.9998968098307108,0.9998968098307108,0.9952859347660876,0.9952859347660876,0.0,0.0,0.0,0.0,0.0,False,0,4.0062768174851776e-05,4.0062768174851776e-05,0.0,0.9999368725988856,0.9999368725988856,0.0,1.777774561199237e-05,1.777774561199237e-05,0.0,1.9946077781272294e-06,1.9946077781272294e-06,0.0,1.2878155727494572e-06,1.2878155727494572e-06,0.0,7.810996289279312e-07,7.810996289279312e-07,0.0,6.475543365811607e-07,6.475543365811607e-07,0.0,3.256107688850309e-07,3.256107688850309e-07,0.0,1.0571033951697465e-07,1.0571033951697465e-07,0.0,1.4448890282616463e-07,1.4448890282616463e-07,0.0
pccv1_n02_distractors_r05,2,distractors,5,18,13,L18H13,0.5,2,2,True,True,-0.004788360092788935,-0.0035810647532343864,0.0012072953395545483,10.125,9.625,-0.5,0.0007359035761638189,0.0009165558354359866,0.00018065225927216765,0.00031959886234081593,0.00039805514168607387,7.845627934525794e-05,1.9999957793581231,1.999961607216172,-3.4172141951005486e-05,0.9999368725988856,0.9999174528258745,0.9998968098307108,0.9998514017706239,0.9952859347660876,0.996507589525585,0.0012216547594974259,5.19902052435078e-05,3.292239247440798e-05,2.59951026217539e-05,1.9046439912422668e-06,False,1,4.0062768174851776e-05,6.605105525061445e-05,2.5988287075762673e-05,0.9999368725988856,0.9999174528258745,-1.941977301112008e-05,1.777774561199237e-05,1.2218216665613362e-05,-5.559528946379009e-06,1.9946077781272294e-06,1.3708459175856615e-06,-6.237618605415679e-07,1.2878155727494572e-06,1.0676158740859518e-06,-2.2019969866350546e-07,7.810996289279312e-07,6.475417604290322e-07,-1.3355786849889905e-07,6.475543365811607e-07,6.475417604290322e-07,-1.2576152128585096e-11,3.256107688850309e-07,2.873449143555501e-07,-3.8265854529480805e-08,1.0571033951697465e-07,1.1252588525859633e-07,6.815545741621686e-09,1.4448890282616463e-07,1.4448609670732613e-07,-2.8061188384986238e-12
pccv1_n02_distractors_r05,2,distractors,5,18,13,L18H13,1.5,2,2,True,True,-0.004788360092788935,-0.005760141648352146,-0.0009717815555632114,10.125,10.25,0.125,0.0007359035761638189,0.000817026245085538,8.112266892171911e-05,0.00031959886234081593,0.00035482998981078295,3.5231127469967025e-05,1.9999957793581231,2.000015281413604,1.950205548073569e-05,0.9999368725988856,0.9999299625676017,0.9998968098307108,0.9998946075430999,0.9952859347660876,0.9943260768708484,-0.0009598578952392245,2.3235551910518325e-05,1.2904579381586021e-05,1.1617775955259163e-05,6.863729199590465e-07,False,1,4.0062768174851776e-05,3.5355024501834395e-05,-4.7077436730173805e-06,0.9999368725988856,0.9999299625676017,-6.910031283946516e-06,1.777774561199237e-05,2.7534520767537337e-05,9.756775155544966e-06,1.9946077781272294e-06,3.0892876120855175e-06,1.094679833958288e-06,1.2878155727494572e-06,1.6535765003509141e-06,3.657609276014569e-07,7.810996289279312e-07,1.0676292307873585e-06,2.865296018594273e-07,6.475543365811607e-07,7.33770124044004e-07,8.621578746284326e-08,3.256107688850309e-07,3.4660846399901293e-07,2.099769511398204e-08,1.0571033951697465e-07,1.1252729304456729e-07,6.816953527592645e-09,1.4448890282616463e-07,1.444879043402941e-07,-9.984858705332204e-13
pccv1_n02_grid_r00,2,grid,0,18,13,L18H13,1.0,2,2,True,True,-0.0005844315164722502,-0.0005844315164722502,0.0,10.125,10.125,0.0,0.0006068217551445412,0.0006068217551445412,0.0,0.0002635393397581204,0.0002635393397581204,0.0,1.9999801957209855,1.9999801957209855,0.0,0.9999478432717072,0.9999478432717072,0.9999077800639891,0.9999077800639891,0.9994678842402891,0.9994678842402891,0.0,0.0,0.0,0.0,0.0,False,0,4.0063207718120976e-05,4.0063207718120976e-05,0.0,0.9999478432717072,0.9999478432717072,0.0,8.939309954204144e-06,8.939309954204144e-06,0.0,1.2878297018446935e-06,1.2878297018446935e-06,0.0,6.475614411364136e-07,6.475614411364136e-07,0.0,3.466146620364928e-07,3.466146620364928e-07,0.0,2.535887039679563e-07,2.535887039679563e-07,0.0,3.689693871175331e-07,3.689693871175331e-07,0.0,6.41172654119076e-08,6.41172654119076e-08,0.0,1.8552945914728015e-07,1.8552945914728015e-07,0.0
pccv1_n02_grid_r00,2,grid,0,18,13,L18H13,0.5,2,2,True,True,-0.0005844315164722502,-0.0006723527330905199,-8.792121661826968e-05,10.125,9.625,-0.5,0.0006068217551445412,0.0008338920083810971,0.00022707025323655586,0.0002635393397581204,0.00036215469774313064,9.861535798501021e-05,1.9999801957209855,1.999951243770473,-2.8951950512556834e-05,0.9999478432717072,0.9999242491538523,0.9999077800639891,0.99985819764966,0.9994678842402891,0.999403603690503,-6.428054978613318e-05,5.197659294856676e-05,3.515790737088816e-05,2.598829647428338e-05,1.68083270614245e-06,False,1,4.0063207718120976e-05,6.605150419230807e-05,2.5988296474187095e-05,0.9999478432717072,0.9999242491538523,-2.359411785490817e-05,8.939309954204144e-06,6.961777323014003e-06,-1.9775326311901407e-06,1.2878297018446935e-06,1.0029391150029173e-06,-2.848905868417762e-07,6.475614411364136e-07,5.368346234140333e-07,-1.1072681772238033e-07,3.466146620364928e-07,3.256066582958968e-07,-2.1008003740596014e-08,2.535887039679563e-07,2.5358272045410775e-07,-5.9835138485650606e-12,3.689693871175331e-07,3.689606811562541e-07,-8.70596127897659e-12,6.41172654119076e-08,6.411575254268463e-08,-1.5128692229660672e-12,1.8552945914728015e-07,1.855250815150325e-07,-4.3776322476485875e-12
pccv1_n02_grid_r00,2,grid,0,18,13,L18H13,1.5,2,2,True,True,-0.0005844315164722502,-0.0005372511222958565,4.718039417639375e-05,10.125,10.5,0.375,0.0006068217551445412,0.0004943044226205617,-0.00011251733252397951,0.0002635393397581204,0.00021467368312448284,-4.886565663363759e-05,1.9999801957209855,1.9999942778247028,1.4082103717338867e-05,0.9999478432717072,0.9999589756523879,0.9999077800639891,0.999931440332703,0.9994678842402891,0.9995039065423157,3.6022302026594843e-05,2.5116744526650744e-05,1.6802585660968167e-05,1.2558372263325372e-05,6.058324053206508e-07,False,1,4.0063207718120976e-05,2.753531968487703e-05,-1.2527888033243946e-05,0.9999478432717072,0.9999589756523879,1.1132380680733966e-05,8.939309954204144e-06,1.0129678018149577e-05,1.1903680639454331e-06,1.2878297018446935e-06,1.4593184808141855e-06,1.7148877896949202e-07,6.475614411364136e-07,6.893332401334514e-07,4.1771798997037764e-08,3.466146620364928e-07,3.6897349483945536e-07,2.235883280296256e-08,2.535887039679563e-07,2.3822719323404377e-07,-1.5361510733912542e-08,3.689693871175331e-07,3.6897349483945536e-07,4.107721922285518e-12,6.41172654119076e-08,6.023326724699486e-08,-3.8839981649127385e-09,1.8552945914728015e-07,1.742907378101181e-07,-1.1238721337162053e-08
pccv1_n02_grid_r01,2,grid,1,18,13,L18H13,1.0,2,2,True,True,-0.0003965306677855551,-0.0003965306677855551,0.0,10.625,10.625,0.0,0.0003608706267536025,0.0003608706267536025,0.0,0.00015672412188005755,0.00015672412188005755,0.0,1.9999850395045282,1.9999850395045282,0.0,0.9999701285938394,0.9999701285938394,0.99994582848848,0.99994582848848,0.9996334299631453,0.9996334299631453,0.0,0.0,0.0,0.0,0.0,False,0,2.4300105359328878e-05,2.4300105359328878e-05,0.0,0.9999701285938394,0.9999701285938394,0.0,4.222725134551874e-06,4.222725134551874e-06,0.0,4.181064081555781e-07,4.181064081555781e-07,0.0,3.058931827693646e-07,3.058931827693646e-07,0.0,2.2379623330229873e-07,2.2379623330229873e-07,0.0,1.3573927702604568e-07,1.3573927702604568e-07,0.0,1.5381275178247305e-07,1.5381275178247305e-07,0.0,2.3587949449928367e-08,2.3587949449928367e-08,0.0,8.763986419025381e-08,8.763986419025381e-08,0.0
pccv1_n02_grid_r01,2,grid,1,18,13,L18H13,0.5,2,2,True,True,-0.0003965306677855551,-0.00038092033355496824,1.5610334230586886e-05,10.625,10.375,-0.25,0.0003608706267536025,0.00041857945774467965,5.7708830991077176e-05,0.00015672412188005755,0.00018178674873656973,2.5062626856512185e-05,1.9999850395045282,1.9999765133654281,-8.526139100073493e-06,0.9999701285938394,0.9999643613992539,0.99994582848848,0.9999331596262975,0.9996334299631453,0.9996547526167152,2.13226535699107e-05,1.3803335194104269e-05,9.042998603906821e-06,6.9016675970521345e-06,2.485499792700553e-07,False,1,2.4300105359328878e-05,3.1201772956458945e-05,6.9016675971300674e-06,0.9999701285938394,0.9999643613992539,-5.7671945854487205e-06,4.222725134551874e-06,3.2886426745661227e-06,-9.340824599857516e-07,4.181064081555781e-07,3.4662038776032493e-07,-7.148602039525318e-08,3.058931827693646e-07,2.5359289299699896e-07,-5.230028977236562e-08,2.2379623330229873e-07,1.8553252390639785e-07,-3.826370939590088e-08,1.3573927702604568e-07,1.197888006646134e-07,-1.595047636143228e-08,1.5381275178247305e-07,1.4449287490351677e-07,-9.319876878956276e-09,2.3587949449928367e-08,2.0816172272689176e-08,-2.7717771772391908e-09,8.763986419025381e-08,7.734146263167215e-08,-1.0298401558581663e-08
pccv1_n02_grid_r01,2,grid,1,18,13,L18H13,1.5,2,2,True,True,-0.0003965306677855551,-0.00041500062798149884,-1.8469960195943713e-05,10.625,10.75,0.125,0.0003608706267536025,0.0003421339552041461,-1.873667154945639e-05,0.00015672412188005755,0.00014858688881689498,-8.137233063162567e-06,1.9999850395045282,1.9999888769750764,3.837470548218036e-06,0.9999701285938394,0.9999720378846307,0.99994582848848,0.9999505930759731,0.9996334299631453,0.9996130433623769,-2.038660076841836e-05,5.753111864753264e-06,3.5442283208314036e-06,2.876555932376632e-06,6.67618131763696e-08,False,1,2.4300105359328878e-05,2.1444808657607673e-05,-2.8552967017212047e-06,0.9999701285938394,0.9999720378846307,1.9092907913575985e-06,4.222725134551874e-06,5.093588517700347e-06,8.708633831484724e-07,4.181064081555781e-07,4.737775342231983e-07,5.5671126067620205e-08,3.058931827693646e-07,3.466230486814944e-07,4.072986591212982e-08,2.2379623330229873e-07,2.2379666060715032e-07,4.273048515918626e-13,1.3573927702604568e-07,1.1978972025436291e-07,-1.594955677168276e-08,1.5381275178247305e-07,1.5381304546451632e-07,2.9368204326811093e-13,2.3587949449928367e-08,2.3587994487528375e-08,4.5037600008705395e-14,8.763986419025381e-08,8.23301904401934e-08,-5.309673750060411e-09
pccv1_n02_grid_r02,2,grid,2,18,13,L18H13,1.0,2,2,True,True,-0.0005502378917299211,-0.0005502378917299211,0.0,10.625,10.625,0.0,0.00036553886667861066,0.00036553886667861066,0.0,0.00015875151271968905,0.00015875151271968905,0.0,1.9999855297434093,1.9999855297434093,0.0,0.9999697683523999,0.9999697683523999,0.9999454682557948,0.9999454682557948,0.9994801246634708,0.9994801246634708,0.0,0.0,0.0,0.0,0.0,False,0,2.4300096605162442e-05,2.4300096605162442e-05,0.0,0.9999697683523999,0.9999697683523999,0.0,4.4950658879056815e-06,4.4950658879056815e-06,0.0,4.7377645893974696e-07,4.7377645893974696e-07,0.0,3.2562148077283937e-07,3.2562148077283937e-07,0.0,2.102370292342519e-07,2.102370292342519e-07,0.0,1.637327629982412e-07,1.637327629982412e-07,0.0,1.637327629982412e-07,1.637327629982412e-07,0.0,2.6728638801150408e-08,2.6728638801150408e-08,0.0,7.265597315261251e-08,7.265597315261251e-08,0.0
pccv1_n02_grid_r02,2,grid,2,18,13,L18H13,0.5,2,2,True,True,-0.0005502378917299211,-0.0005479741375893354,2.263754140585661e-06,10.625,10.25,-0.375,0.00036553886667861066,0.0004668403246018769,0.00010130145792326624,0.00015875151271968905,0.000202746176904518,4.399466418482896e-05,1.9999855297434093,1.9999732938882446,-1.223585516463288e-05,0.9999697683523999,0.9999598167654213,0.9999454682557948,0.9999244606853497,0.9994801246634708,0.9994923365467301,1.221188325928324e-05,2.2155876729951815e-05,1.4908586856507636e-05,1.1077938364975907e-05,5.490662670282345e-07,False,1,2.4300096605162442e-05,3.5356080071659194e-05,1.1055983466496752e-05,0.9999697683523999,0.9999598167654213,-9.951586978584892e-06,4.4950658879056815e-06,3.500725994279333e-06,-9.943398936263484e-07,4.7377645893974696e-07,3.9277057112187983e-07,-8.100588781786713e-08,3.2562148077283937e-07,2.8735708842306577e-07,-3.82643923497736e-08,2.102370292342519e-07,1.974974460577625e-07,-1.273958317648939e-08,1.637327629982412e-07,1.7429088441434362e-07,1.0558121416102417e-08,1.637327629982412e-07,1.6373113354814803e-07,-1.629450093171095e-12,2.6728638801150408e-08,2.8452204742273158e-08,1.7235659411227498e-09,7.265597315261251e-08,8.232918424498615e-08,9.673211092373636e-09
pccv1_n02_grid_r02,2,grid,2,18,13,L18H13,1.5,2,2,True,True,-0.0005502378917299211,-0.0006261295638978481,-7.589167216792703e-05,10.625,10.75,0.125,0.00036553886667861066,0.0003600287099340729,-5.5101567445377795e-06,0.00015875151271968905,0.0001563584820511143,-2.3930306685747513e-06,1.9999855297434093,1.9999909982271715,5.468483762260945e-06,0.9999697683523999,0.9999706375321196,0.9999454682557948,0.9999491927534931,0.9994801246634708,0.9994034365753937,-7.668808807714811e-05,5.710635957381224e-06,3.4158880071656297e-06,2.855317978690612e-06,1.1961119806966057e-07,False,1,2.4300096605162442e-05,2.1444778626476286e-05,-2.855317978686156e-06,0.9999697683523999,0.9999706375321196,8.6917971964251e-07,4.4950658879056815e-06,6.144031944090335e-06,1.6489660561846535e-06,4.7377645893974696e-07,6.475762025904451e-07,1.7379974365069812e-07,3.2562148077283937e-07,4.181066209522909e-07,9.248514017945156e-08,2.102370292342519e-07,2.5359448463641296e-07,4.335745540216107e-08,1.637327629982412e-07,1.7429277045112855e-07,1.056000745288735e-08,1.637327629982412e-07,1.7429277045112855e-07,1.056000745288735e-08,2.6728638801150408e-08,2.8452512629314623e-08,1.723873828164215e-09,7.265597315261251e-08,7.734194805426742e-08,4.685974901654904e-09
pccv1_n02_grid_r03,2,grid,3,18,13,L18H13,1.0,2,2,True,True,-0.0005684667266905308,-0.0005684667266905308,0.0,10.5,10.5,0.0,0.0005267900343528008,0.0005267900343528008,0.0,0.00022878200504104586,0.00022878200504104586,0.0,1.9999971522308218,1.9999971522308218,0.0,0.9999561237717701,0.9999561237717701,0.999928588530616,0.999928588530616,0.9994755229310712,0.9994755229310712,0.0,0.0,0.0,0.0,0.0,False,0,2.7535241154210848e-05,2.7535241154210848e-05,0.0,0.9999561237717701,0.9999561237717701,0.0,1.3006726942907097e-05,1.3006726942907097e-05,0.0,1.2878403662748424e-06,1.2878403662748424e-06,0.0,7.811146669612397e-07,7.811146669612397e-07,0.0,4.1810055247480846e-07,4.1810055247480846e-07,0.0,3.2561703766996783e-07,3.2561703766996783e-07,0.0,3.2561703766996783e-07,3.2561703766996783e-07,0.0,6.023309546186009e-08,6.023309546186009e-08,0.0,1.3573737596483575e-07,1.3573737596483575e-07,0.0
pccv1_n02_grid_r03,2,grid,3,18,13,L18H13,0.5,2,2,True,True,-0.0005684667266905308,-0.0006423317245207727,-7.386499783024192e-05,10.5,10.125,-0.375,0.0005267900343528008,0.0006235892691424407,9.679923478963983e-05,0.00022878200504104586,0.0002708213785626437,4.2039373521597856e-05,1.9999971522308218,1.9999823796670677,-1.477256375403968e-05,0.9999561237717701,0.9999464564263801,0.999928588530616,0.9999063932742264,0.9994755229310712,0.9994113912136555,-6.413171741570522e-05,2.539172981446998e-05,1.608461251819452e-05,1.269586490723499e-05,6.789024990371661e-07,False,1,2.7535241154210848e-05,4.006315215375051e-05,1.252791099953966e-05,0.9999561237717701,0.9999464564263801,-9.667345389985371e-06,1.3006726942907097e-05,1.0129551197218337e-05,-2.8771757456887604e-06,1.2878403662748424e-06,1.1365041466945224e-06,-1.5133621958031998e-07,7.811146669612397e-07,7.811071153246277e-07,-7.551636612038099e-12,4.1810055247480846e-07,4.450614185870892e-07,2.6960866112280718e-08,3.2561703766996783e-07,3.927653233630123e-07,6.714828569304446e-08,3.2561703766996783e-07,3.6896887538737257e-07,4.335183771740474e-08,6.023309546186009e-08,7.265427935073505e-08,1.2421183888874963e-08,1.3573737596483575e-07,1.5380911059248803e-07,1.807173462765228e-08
pccv1_n02_grid_r03,2,grid,3,18,13,L18H13,1.5,2,2,True,True,-0.0005684667266905308,-0.000536655425094068,3.1811301596462727e-05,10.5,10.75,0.25,0.0005267900343528008,0.000542607012341688,1.5816977988887125e-05,0.00022878200504104586,0.00023565123130200473,6.869226260958867e-06,1.9999971522308218,2.0000122705707524,1.511833993061984e-05,0.9999561237717701,0.9999552019027081,0.999928588530616,0.999933757455105,0.9994755229310712,0.999508274661487,3.275173041572543e-05,1.40253252261748e-05,8.5681371611684e-06,7.0126626130874e-06,5.093355719418562e-07,False,1,2.7535241154210848e-05,2.1444447603100932e-05,-6.0907935511099154e-06,0.9999561237717701,0.9999552019027081,-9.218690619761105e-07,1.3006726942907097e-05,1.8924658587374225e-05,5.917931644467128e-06,1.2878403662748424e-06,1.8737949488576764e-06,5.85954582582834e-07,7.811146669612397e-07,1.0676561789266623e-06,2.865415119654226e-07,4.1810055247480846e-07,5.368512411801189e-07,1.187506887053104e-07,3.2561703766996783e-07,3.689721023687222e-07,4.335506469875435e-08,3.2561703766996783e-07,3.689721023687222e-07,4.335506469875435e-08,6.023309546186009e-08,6.825297602290741e-08,8.019880561047324e-09,1.3573737596483575e-07,1.4449155137435948e-07,8.754175409523727e-09
pccv1_n02_grid_r04,2,grid,4,18,13,L18H13,1.0,2,2,True,True,-0.0006323245470412076,-0.0006323245470412076,0.0,10.125,10.125,0.0,0.0005724242824028,0.0005724242824028,0.0,0.0002486007071549647,0.0002486007071549647,0.0,1.9999757849500392,1.9999757849500392,0.0,0.999950608536087,0.999950608536087,0.9999105452175777,0.9999105452175777,0.9994172554173808,0.9994172554173808,0.0,0.0,0.0,0.0,0.0,False,0,4.006331850926072e-05,4.006331850926072e-05,0.0,0.999950608536087,0.999950608536087,0.0,6.961960845065444e-06,6.961960845065444e-06,0.0,7.337852744999595e-07,7.337852744999595e-07,0.0,5.714725463868342e-07,5.714725463868342e-07,0.0,3.466156205676651e-07,3.466156205676651e-07,0.0,2.699445167228785e-07,2.699445167228785e-07,0.0,2.699445167228785e-07,2.699445167228785e-07,0.0,4.690932318375923e-08,4.690932318375923e-08,0.0,1.2751276079572532e-07,1.2751276079572532e-07,0.0
pccv1_n02_grid_r04,2,grid,4,18,13,L18H13,0.5,2,2,True,True,-0.0006323245470412076,-0.0005360596696846187,9.626487735658884e-05,10.125,9.875,-0.25,0.0005724242824028,0.0006562011191138626,8.377683671106256e-05,0.0002486007071549647,0.00028498452504988894,3.6383817894924226e-05,1.9999757849500392,1.9999608697780893,-1.4915171949958506e-05,0.999950608536087,0.9999416094579995,0.9999105452175777,0.999890167601713,0.9994172554173808,0.9995224572996335,0.00010520188225271454,2.2757075554762485e-05,1.462929867370985e-05,1.1378537777381242e-05,4.446795352512199e-07,False,1,4.006331850926072e-05,5.144185628643324e-05,1.1378537777172523e-05,0.999950608536087,0.9999416094579995,-8.999078087490453e-06,6.961960845065444e-06,5.0934335234818795e-06,-1.8685273215835645e-06,7.337852744999595e-07,5.368439437323946e-07,-1.9694133076756492e-07,5.714725463868342e-07,4.180944837659301e-07,-1.5337806262090413e-07,3.466156205676651e-07,2.69942087351103e-07,-7.66735332165621e-08,2.699445167228785e-07,2.3822305596456868e-07,-3.172146075830979e-08,2.699445167228785e-07,2.3822305596456868e-07,-3.172146075830979e-08,4.690932318375923e-08,4.1396959855779185e-08,-5.512363327980048e-09,1.2751276079572532e-07,1.1252860372941314e-07,-1.4984157066312182e-08
pccv1_n02_grid_r04,2,grid,4,18,13,L18H13,1.5,2,2,True,True,-0.0006323245470412076,-0.0005634627304971218,6.886181654408574e-05,10.125,10.375,0.25,0.0005724242824028,0.000508034979374225,-6.438930302857498e-05,0.0002486007071549647,0.00022063678815605826,-2.796391899890645e-05,1.9999757849500392,1.9999871009808827,1.1316030843477876e-05,0.999950608536087,0.9999572671589109,0.9999105452175777,0.9999260656073152,0.9994172554173808,0.9994793870995693,6.213168218849319e-05,1.7771690292354188e-05,1.1260902849621032e-05,8.885845146177094e-06,3.429383507992419e-07,False,1,4.006331850926072e-05,3.120155159569348e-05,-8.86176691356724e-06,0.999950608536087,0.9999572671589109,6.6586228238962875e-06,6.961960845065444e-06,8.939394201646901e-06,1.977433356581457e-06,7.337852744999595e-07,8.851198886128857e-07,1.5133461411292614e-07,5.714725463868342e-07,6.475675440006978e-07,7.609499761386358e-08,3.466156205676651e-07,3.6897286442478386e-07,2.235724385711878e-08,2.699445167228785e-07,2.5359109388394884e-07,-1.635342283892963e-08,2.699445167228785e-07,2.699463142703822e-07,1.7975475037341186e-12,4.690932318375923e-08,4.6909635550677494e-08,3.1236691826168217e-13,1.2751276079572532e-07,1.1978795082378395e-07,-7.724809971941369e-09
pccv1_n02_grid_r05,2,grid,5,18,13,L18H13,1.0,2,2,True,True,-0.0004959068610332906,-0.0004959068610332906,0.0,10.5,10.5,0.0,0.0004350414461967942,0.0004350414461967942,0.0,0.00018893609948247812,0.00018893609948247812,0.0,1.999985871291491,1.999985871291491,0.0,0.9999636898868933,0.9999636898868933,0.9999361544373951,0.9999361544373951,0.999540501995682,0.999540501995682,0.0,0.0,0.0,0.0,0.0,False,0,2.7535449498156713e-05,2.7535449498156713e-05,0.0,0.9999636898868933,0.9999636898868933,0.0,6.962051921415953e-06,6.962051921415953e-06,0.0,6.893364899453192e-07,6.893364899453192e-07,0.0,3.9277209243114354e-07,3.9277209243114354e-07,0.0,2.535927227001676e-07,2.535927227001676e-07,0.0,1.6373176772420025e-07,1.6373176772420025e-07,0.0,2.1023575127708674e-07,2.1023575127708674e-07,0.0,3.0287331602920144e-08,3.0287331602920144e-08,0.0,7.265553150243404e-08,7.265553150243404e-08,0.0
pccv1_n02_grid_r05,2,grid,5,18,13,L18H13,0.5,2,2,True,True,-0.0004959068610332906,-0.0005485698929987848,-5.2663031965494156e-05,10.5,10.25,-0.25,0.0004350414461967942,0.0004952634567762507,6.022201057945655e-05,0.00018893609948247812,0.00021509018636625536,2.615408688377724e-05,1.999985871291491,1.9999761761038506,-9.695187640490488e-06,0.9999636898868933,0.9999575762158253,0.9999361544373951,0.9999222202149738,0.999540501995682,0.9994939799813363,-4.6522014345740104e-05,1.569870631710706e-05,1.0046239625771228e-05,7.84935315855353e-06,2.9594253756197463e-07,False,1,2.7535449498156713e-05,3.535600085142495e-05,7.820551353268233e-06,0.9999636898868933,0.9999575762158253,-6.113671068064264e-06,6.962051921415953e-06,5.422018338339535e-06,-1.5400335830764177e-06,6.893364899453192e-07,5.714765284211952e-07,-1.1785996152412397e-07,3.9277209243114354e-07,3.4661803579359304e-07,-4.61540566375505e-08,2.535927227001676e-07,2.2379342404346367e-07,-2.979929865670394e-08,1.6373176772420025e-07,1.7429049389128046e-07,1.0558726167080208e-08,2.1023575127708674e-07,2.2379342404346367e-07,1.3557672766376931e-08,3.0287331602920144e-08,2.845214099113559e-08,-1.835190611784555e-09,7.265553150243404e-08,7.734093783695859e-08,4.685406334524554e-09
pccv1_n02_grid_r05,2,grid,5,18,13,L18H13,1.5,2,2,True,True,-0.0004959068610332906,-0.0005166388000361621,-2.0731939002871513e-05,10.5,10.75,0.25,0.0004350414461967942,0.0003985984304003496,-3.64430157964446e-05,0.00018893609948247812,0.00017310909881816918,-1.5827000664308936e-05,1.999985871291491,1.9999949343550478,9.063063556746798e-06,0.9999636898868933,0.9999674568822495,0.9999361544373951,0.9999460121718334,0.999540501995682,0.9995159935169866,-2.4508478695395297e-05,1.2181478163809382e-05,7.432632676970357e-06,6.090739081904691e-06,2.603562161426123e-07,False,1,2.7535449498156713e-05,2.144471041614111e-05,-6.090739082015604e-06,0.9999636898868933,0.9999674568822495,3.766995356202507e-06,6.962051921415953e-06,8.939485295493331e-06,1.977433374077378e-06,6.893364899453192e-07,8.851289081251015e-07,1.9579241817978234e-07,3.9277209243114354e-07,4.737753637864959e-07,8.100327135535235e-08,2.535927227001676e-07,2.8735928395301624e-07,3.3766561252848635e-08,1.6373176772420025e-07,1.7429221607057288e-07,1.0560448346372624e-08,2.1023575127708674e-07,2.2379563536544723e-07,1.3559884088360492e-08,3.0287331602920144e-08,3.2240818121680934e-08,1.9534865187607894e-09,7.265553150243404e-08,8.23298132748486e-08,9.67428177241457e-09
